Original,Translate_IT_1
"Di nova pena mi conven far versi e dar matera al ventesimo canto de la prima canzon, ch'è d'i sommersi","Su una nuova pena ora mi conviene far versi e dare materia al ventesimo canto della prima cantica, che è dedicata ai dannati"
" Io era già disposto tutto quanto a riguardar ne lo scoperto fondo, che si bagnava d'angoscioso pianto"," Io ero già disposto tutto quan-to a guardare nel fondo scoperto della voragine in-fernale, che era bagnato da un pianto angoscioso"
" e vidi gente per lo vallon tondo venir, tacendo e lagrimando, al passo che fanno le letane in questo mondo"," Vidi gente (=gli indovini) venire per il vallone ro-tondo, che taceva e piangeva, al passo lento che fanno le processioni in questo mondo"
" Come 'l viso mi scese in lor più basso, mirabilmente apparve esser travolto ciascun tra 'l mento e 'l principio del casso, ché da le reni era tornato 'l volto, e in dietro venir li convenia, perché 'l veder dinanzi era lor tolto"," Non appena abbassai il viso su di loro, ciascuno appariva mira-bilmente stravolto tra il mento e l’inizio del petto"
 Forse per forza già di parlasia si travolse così alcun del tutto," Il loro volto era girato sulle reni ed essi dovevano an-dare all’indietro, perché non potevano guardare in avanti"
" ma io nol vidi, né credo che sia"," Forse qualcuno è stato stravolto così a causa di una paralisi, ma io non vidi mai un caso simile né credo che sia mai successo"
" Se Dio ti lasci, lettor, prender frutto di tua lezione, or pensa per te stesso com'io potea tener lo viso asciutto, quando la nostra imagine di presso vidi sì torta, che 'l pianto de li occhi le natiche bagnava per lo fesso"," Ti auguro, o lettore, che Dio ti lasci cogliere il frutto di questa lezione"
" Certo io piangea, poggiato a un de' rocchi del duro scoglio, sì che la mia scorta mi disse: “Ancor se' tu de li altri sciocchi? Qui vive la pietà quand'è ben morta",", ora pensa da te stesso se io pote-vo trattenere le lacrime, quando vidi da vicino la nostra immagine così contorta, che il pianto degli occhi bagnava le natiche lungo la fessura"
" chi è più scellerato che colui che al giudicio divin passion comporta? Drizza la testa, drizza, e vedi a cui s'aperse a li occhi d'i Teban la terra"," Di sicuro io piangevo, appoggiato a una sporgenza della dura roccia, finché la mia scorta mi disse: Virgilio lo rimprovera e poi indica alcuni indovini: Anfiarào e Tiresia «Anche tu fai parte degli sciocchi? Qui vive la pietà quand’è morta del tutto"
" per ch'ei gridavan tutti: ""Dove rui, Anfïarao? perché lasci la guerra?"""," Chi è più scellerato di colui che cerca di forzare il giudizio divino prevedendo il futuro? Alza la testa, alzala"
 E non restò di ruinare a valle fino a Minòs che ciascheduno afferra,", e guarda il gigante sot-to cui si aprì la terra davanti agli occhi dei tebani, perché tutti gridavano: “Dove precipiti, o Anfiarào? Perché lasci la guerra?” E non cessò di precipitare nella valle dell’inferno fino a Minosse che afferra ogni anima dannata"
 Mira c'ha fatto petto de le spalle, Ammira come ha trasformato le spalle in petto: volle vedere troppo davanti a sé (=nel futuro) ed ora guarda indietro e cammina a ri-troso
" perché volse veder troppo davante, di retro guarda e fa retroso calle"," Vedi Tiresia, che mutò aspetto quando da ma-schio divenne femmina cambiando tutte le sue membra"
" Vedi Tiresia, che mutò sembiante quando di maschio femmina divenne, cangiandosi le membra tutte quante"," Poi dovette battere nuovamente con la ver-ga i due serpenti arrotolati nelle loro spire, prima di riavere gli attributi maschili"
" e prima, poi, ribatter li convenne li duo serpenti avvolti, con la verga, che rïavesse le maschili penne", Arunte è quello che se-gue la sua schiena trasformata in ventre
" Aronta è quel ch'al ventre li s'atterga, che ne' monti di Luni, dove ronca lo Carrarese che di sotto alberga, ebbe tra ' bianchi marmi la spelonca per sua dimora"," Nei monti della Lunigiana, dove i carraresi che abitano in pia-nura disboscano, ebbe tra le bianche rocce la spe-lonca come sua dimora"
 onde a guardar le stelle e 'l mar non li era la veduta tronca, Da lì poteva guardare fa-cilmente le stelle e il mare
" E quella che ricuopre le mammelle, che tu non vedi, con le trecce sciolte, e ha di là ogne pilosa pelle, Manto fu, che cercò per terre molte"," Manto e l’origine di Mantova E quella che ricopre con le trecce sciolte le mam-melle, che tu non vedi, e che dall’altra parte ha la pelle ricoperta di peli, fu Manto"
 poscia si puose là dove nacqu'io," Vagò per molte terre, ma poi si stabilì là dove io nacqui"
 onde un poco mi piace che m'ascolte, Perciò vor-rei che tu mi ascoltassi un po’
" Poscia che 'l padre suo di vita uscìo e venne serva la città di Baco, questa gran tempo per lo mondo gio"," Dopo che suo padre Tiresia uscì di vita e Tebe, la città di Bacco, diven-ne serva di Creonte, costei vagò a lungo per il mon-do"
" Suso in Italia bella giace un laco, a piè de l'Alpe che serra Lamagna sovra Tiralli, c'ha nome Benaco"," Su, nell’Italia bella, giace un lago ai piedi delle Alpi che confinano con la Germania sopra il castello di Tirolo"
" Per mille fonti, credo, e più si bagna tra Garda e Val Camonica e Pennino de l'acqua che nel detto laco stagna", Ha nome Benaco (=il lago di Garda)
" Loco è nel mezzo là dove 'l trentino pastore e quel di Brescia e 'l veronese segnar poria, s'e' fesse quel cammino"," Per mille e più fonti, io credo, il territorio tra Garda, la Valcamonica e le alpi Pennine è bagnato dall’acqua che ristagna in questo lago"
" Siede Peschiera, bello e forte arnese da fronteggiar Bresciani e Bergamaschi, ove la riva 'ntorno più discese"," Al centro di esso c’è un’isola dove potrebbero benedire il vescovo di Trento, quello di Brescia e quello di Verona, se fa-cessero quel cammino"
" Ivi convien che tutto quanto caschi ciò che 'n grembo a Benaco star non può, e fassi fiume giù per verdi paschi"," Dove la riva è più bassa sor-ge Peschiera, una bella e solida fortezza con cui fronteggiare bresciani e bergamaschi"
" Tosto che l'acqua a correr mette co, non più Benaco, ma Mencio si chiama fino a Governol, dove cade in Po", Lì si riversa tutta l’acqua che non può stare nel bacino del lago e che si fa fiume giù per i verdi pascoli della pianura Padana
" Non molto ha corso, ch'el trova una lama, ne la qual si distende e la 'mpaluda"," Non appena l’acqua inizia a scorrere, non si chiama più Benaco, ma Mincio e conserva tale no-me fino a Govèrnolo, dove si getta nel Po"
 e suol di state talor esser grama," Dopo un breve corso trova un avvallamento, che riempie e impaluda, e che talvolta d’estate è in secca"
" Quindi passando la vergine cruda vide terra, nel mezzo del pantano, sanza coltura e d'abitanti nuda"," Passan-do di qui, la vergine solitaria vide una terra in mez-zo all’acquitrino, incolta e disabitata"
" Lì, per fuggire ogne consorzio umano, ristette con suoi servi a far sue arti, e visse, e vi lasciò suo corpo vano"," Per fuggire ad ogni contatto umano, si stabilì in quel luogo, con i suoi servi, a fare le sue arti magiche"
" Li uomini poi che 'ntorno erano sparti s'accolsero a quel loco, ch'era forte per lo pantan ch'avea da tutte parti", Qui visse per tutta la vita e infine vi lasciò il suo corpo mortale
 Fer la città sovra quell'ossa morte," In seguito gli uomini che erano sparsi tutt’intorno si raccolsero in quel luogo, che era ben difeso dal pan-tano che lo circondava"
" e per colei che 'l loco prima elesse, Mantüa l'appellar sanz'altra sorte"," Costruirono la città sopra il suo sepolcro e da colei, che scelse per prima il luo-go, la chiamarono Mantova, senza ricorrere a sorti-legi"
" Già fuor le genti sue dentro più spesse, prima che la mattia da Casalodi da Pinamonte inganno ricevesse"," Un tempo le sue genti furono più numerose, prima che il conte Roberto da Casalodi, che aveva perso la ragione, fosse ingannato da Pinamonte dei Bonacol-si"
" Però t'assenno che, se tu mai odi originar la mia terra altrimenti, la verità nulla menzogna frodi”"," Perciò ti richiamo alla ragione affinché, se mai tu udissi che la mia terra ha un’origine diversa da que-sta, nessuna menzogna ti frodi della verità»"
" E io: “Maestro, i tuoi ragionamenti mi son sì certi e prendon sì mia fede, che li altri mi sarien carboni spenti"," Euripilo e Calcante Ed io: «O maestro, i tuoi ragionamenti sono così certi e conquistano a tal punto la mia fiducia, che gli altri sarebbero per me come carboni spenti che non ri-scaldano"
" Ma dimmi, de la gente che procede, se tu ne vedi alcun degno di nota"," Ma dimmi se tra la gente che qui viene avanti tu vedi qualcuno degno di nota, perché sol-tanto per lui la mia mente prova interesse"
 ché solo a ciò la mia mente rifiede”,"» Allora mi disse: «Quello che dalle guance fa scendere la barba sulle spalle brune, quando la Grecia rimase priva di ma-schi, partiti per la guerra contro Troia, tanto che a malapena ne rimasero nelle culle, fu àugure e, con Calcante, in Aulide indicò il momento propizio per far salpare la flotta greca"
" Allor mi disse: “Quel che da la gota porge la barba in su le spalle brune, fu  quando Grecia fu di maschi vòta, sì ch'a pena rimaser per le cune  augure, e diede 'l punto con Calcanta in Aulide a tagliar la prima fune"," Ebbe nome Euripilo e così lo canta il mio grande poema (=l’Eneide), in qual-che passo"
" Euripilo ebbe nome, e così 'l canta l'alta mia tragedìa in alcun loco: ben lo sai tu che la sai tutta quanta"," Tu lo sai bene, perché lo hai letto tutto"
" Quell'altro che ne' fianchi è così poco, Michele Scotto fu, che veramente de le magiche frode seppe 'l gioco"," Michele Scotto, Guido Bonatti, maestro Benvenuto detto Asdente Quell’altro che ha i fianchi così esili fu Michele Scotto, che conobbe in modo approfondito il gioco delle frodi magiche"
 Vedi Guido Bonatti," Vedi l’astrologo Guido Bonatti, vedi maestro Benvenuto, detto Asdente, che ora vor-rebbe essere rimasto a fare il calzolaio, ma si è pen-tito troppo tardi"
" vedi Asdente, ch'avere inteso al cuoio e a lo spago ora vorrebbe, ma tardi si pente"," Vedi le tristi donne che lasciarono l’ago, la spola e il fuso, per diventare indovine, e fecero sortilegi con erbe magiche e con le figure di cera"
" Vedi le triste che lasciaron l'ago, la spuola e 'l fuso, e fecersi 'ndivine"," Ma ormai vieni via, poiché Caino e le spine (=la Luna) occupa già il confine tra i due emisferi e 4 9 tocca il mare sotto Siviglia"
 fecer malie con erbe e con imago," E già ieri notte fu pleni-lunio: te ne devi ben ricordare, poiché la Luna piena ti facilitò il viaggio nella selva oscura»"
" Ma vienne omai, ché già tiene 'l confine d'amendue li emisperi e tocca l'onda sotto Sobilia Caino e le spine"," Così mi parlava, e intanto andavamo"
" e già iernotte fu la luna tonda: ben ten de' ricordar, ché non ti nocque alcuna volta per la selva fonda”",
