Original,Translate_IT_1
"Era lo loco ov'a scender la riva venimmo, alpestro e, per quel che v'er' anco, tal, ch'ogne vista ne sarebbe schiva","Il luogo dove venimmo per discendere la riva era impervio e, anche per l’orribile mostro che ospitava, era tale che a nessuno verrebbe la voglia di vederlo"
" Qual è quella ruina che nel fianco di qua da Trento l'Adice percosse, o per tremoto o per sostegno manco, che da cima del monte, onde si mosse, al piano è sì la roccia discoscesa, ch'alcuna via darebbe a chi sù fosse: cotal di quel burrato era la scesa"," Come quella frana che colpì l’Adige a sud di Trento o per un terremoto o per un sostegno manchevole, che dalla cima del monte da cui si mosse fino alla pianura la roccia è così scoscesa, che non darebbe alcuna via a chi scendesse dall’alto; così era la di-scesa di quel burrone infernale"
 e 'n su la punta de la rotta lacca l'infamïa di Creti era distesa che fu concetta ne la falsa vacca," In cima al dirupo era disteso il Minotauro, l’infamia di Creta, che fu concepito nella falsa vacca"
" e quando vide noi, sé stesso morse, sì come quei cui l'ira dentro fiacca"," Quando ci vide, morse se stesso come chi è sopraffatto dall’ira"
" Lo savio mio inver' lui gridò: “Forse tu credi che qui sia 'l duca d'Atene, che sù nel mondo la morte ti porse? Pàrtiti, bestia, ché questi non vene ammaestrato da la tua sorella, ma vassi per veder le vostre pene”"," Il mio sag-gio gridò verso di lui: «Forse tu credi che qui ci sia Tesèo, il signore d’A-tene, che lassù nel mondo ti diede la morte? Vàttene via, o bestia, perché costui non viene seguendo le indicazioni di Arianna, tua sorella, ma se ne va per vedere le vostre pene"
" Qual è quel toro che si slaccia in quella c'ha ricevuto già 'l colpo mortale, che gir non sa, ma qua e là saltella, vid'io lo Minotauro far cotale","» Come il toro che si libera dai lacci, dopo aver rice-vuto il colpo mortale, e che non sa muoversi, ma sal-tella qua e là, così io vidi fare al Minotauro"
 e quello accorto gridò: “Corri al varco, E la mia accorta guida gridò: «Corri al passaggio
" mentre ch'e' 'nfuria, è buon che tu ti cale”"," È bene che tu discenda, mentre il mostro è infuriato"
" Così prendemmo via giù per lo scarco di quelle pietre, che spesso moviensi sotto i miei piedi per lo novo carco","» Il terremoto provocato dalla discesa di Gesù Cristo nel limbo Così prendemmo la via giù per il dirupo di quelle pietre, che spesso si muovevano sotto i miei piedi per l’insolito peso"
 Io gia pensando," Io andavo pensieroso, e Virgilio: «Tu pensi forse a questa frana, che è sorvegliata da quella bestia infuriata che io ho appena fermato"
" e quei disse: “Tu pensi forse a questa ruina, ch'è guardata da quell'ira bestial ch'i' ora spensi", Ora voglio che tu sappia che l’altra volta che io di-scesi giù nel basso inferno questa roccia non era an-cora caduta
" Or vo' che sappi che l'altra fïata ch'i' discesi qua giù nel basso inferno, questa roccia non era ancor cascata"," Ma certamente poco prima, se capisco bene, che venisse Gesù Cristo, per togliere all’in-ferno i patriarchi del limbo, la profonda e fetida val-le tremò da tutte le parti"
" Ma certo poco pria, se ben discerno, che venisse colui che la gran preda levò a Dite del cerchio superno, da tutte parti l'alta valle feda tremò sì, ch'i' pensai che l'universo sentisse amor, per lo qual è chi creda più volte il mondo in caòsso converso"," Io allora pensai che l’universo sentisse l’Impeto Amoroso, per il quale c’è chi crede, come fa Empedocle, che più volte il mondo si sia convertito in caos, e che proprio in quella circostanza questa vecchia roccia, qui e altro-ve, si rovesciò"
" e in quel punto questa vecchia roccia, qui e altrove, tal fece riverso"," Ma spingi gli occhi a valle, poiché si avvicina il Flegetόnte, il fiume di sangue in cui bolle chi nuoce agli altri usando violenza»"
" Ma ficca li occhi a valle, ché s'approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia”"," O cieca cupidigia e ira folle, che tanto ci pungoli nella vita breve e che poi nella vita eterna ci immer-gi in un fiume di sangue"
" Oh cieca cupidigia e ira folle, che sì ci sproni ne la vita corta, e ne l'etterna poi sì mal c'immolle"," L’arrivo dei centauri: Nesso e Chirone Io vidi un ampio fossato piegato a forma di arco, che abbracciava tutta la pianura, come aveva detto la mia guida"
" Io vidi un'ampia fossa in arco torta, come quella che tutto 'l piano abbraccia, secondo ch'avea detto la mia scorta"," E tra la base della roccia e il fossato cor-revano in fila alcuni centauri, armati di frecce, come nel mondo erano soliti andare a caccia"
" e tra 'l piè de la ripa ed essa, in traccia corrien centauri, armati di saette, come solien nel mondo andare a caccia"," Vedendoci scendere, ciascuno di loro si fermò e dalla schiera ne uscirono tre, stringendo l’arco e le frecce che prima avevano scelto"
" Veggendoci calar, ciascun ristette, e de la schiera tre si dipartiro con archi e asticciuole prima elette"," Uno di loro gridò da lontano: «A quale pena venite voi, che scendete la costa? Di-tecelo da lì, altrimenti io tiro con l’arco"
 e l'un gridò da lungi: “A qual martiro venite voi che scendete la costa? Ditel costinci,"» Il mio maestro disse: «Daremo la risposta a Chirone, qui, tra poco"
" se non, l'arco tiro”"," Il tuo desiderio, sempre così impulsivo, fu un male per te già in passato"
 Lo mio maestro disse: “La risposta farem noi a Chirón costà di presso: mal fu la voglia tua sempre sì tosta”,"» Poi mi toccò il braccio e disse: «Quello è Nesso, che morì per la bella Deianira e si vendicò da se stesso"
" Poi mi tentò, e disse: “Quelli è Nesso, che morì per la bella Deianira, e fé di sé la vendetta elli stesso"," Quello al centro, che si guarda il petto, è il grande Chirone, che allevò Achille"
" E quel di mezzo, ch'al petto si mira, è il gran Chirón, il qual nodrì Achille"," Quell’altro è Folo, che fu sempre in preda all’ira"
" quell'altro è Folo, che fu sì pien d'ira"," Intorno al fiume vanno a mille a mille, colpendo con le frecce ogni anima che esce dal sangue più di quanto la sua colpa le permette»"
" Dintorno al fosso vanno a mille a mille, saettando qual anima si svelle del sangue più che sua colpa sortille”", Noi ci avvicinammo a quelle agili fiere
" Noi ci appressammo a quelle fiere isnelle: Chirón prese uno strale, e con la cocca fece la barba in dietro a le mascelle", Chirone prese una freccia e con la cocca spinse la barba die-tro le mascelle
" Quando s'ebbe scoperta la gran bocca, disse a' compagni: “Siete voi accorti che quel di retro move ciò ch'el tocca? Così non soglion far li piè d'i morti”"," Quando si scoprì la grande bocca, disse ai compagni: «Vi siete accorti che quello di dietro muove ciò che tocca? Di solito non fanno così i piedi dei morti"
" E 'l mio buon duca, che già li er' al petto, dove le due nature son consorti, rispuose: “Ben è vivo, e sì soletto mostrar li mi convien la valle buia","» E la mia buona guida, che era già vicina al suo petto dove le due nature, quella umana e quella equina, si uniscono, rispose: «È proprio vivo e soltanto a lui io devo mostrare la valle oscura"
" necessità 'l ci 'nduce, e non diletto"," La necessità lo conduce qui, non il pia-cere"
" Tal si partì da cantare alleluia che mi commise quest'officio novo: non è ladron, né io anima fuia", In cielo un’anima (=Beatrice) interruppe il canto dell’alleluia e mi affidò questo insolito incari-co
" Ma per quella virtù per cu' io movo li passi miei per sì selvaggia strada, danne un de' tuoi, a cui noi siamo a provo, e che ne mostri là dove si guada, e che porti costui in su la groppa, ché non è spirto che per l'aere vada”"," Costui non è un ladrone, né io sono l’anima di un ladro"
