Original,Translate_IT_1
"La bocca sollevò dal fiero pasto quel peccator, forbendola a' capelli del capo ch'elli avea di retro guasto","Quel peccatore sollevò la bocca dal pasto feroce, forbendola con i capelli del capo, che egli aveva già guastato dietro"
" Poi cominciò: “Tu vuo' ch'io rinovelli disperato dolor che 'l cor mi preme già pur pensando, pria ch'io ne favelli"," Poi cominciò: «Tu vuoi che io rinnovi il dolore disperato che mi opprime il cuore soltanto a pensarci, prima che io ne parli"
" Ma se le mie parole esser dien seme che frutti infamia al traditor ch'i' rodo, parlare e lagrimar vedrai insieme"," Ma, se le mie parole devono essere il seme che frutti infamia al traditore che io rodo, mi vedrai par-lare e insieme piangere"
 Io non so chi tu se' né per che modo venuto se' qua giù," Io non so chi tu sei né in che modo sei venuto qua giù, ma mi sembri veramente di Firenze quando ti ascolto"
 ma fiorentino mi sembri veramente quand'io t'odo, Tu devi sapere che io fui il conte Ugolino della Gherardesca e che costui è l’arcivescovo Ruggieri degli Ubaldini
" Tu dei saper ch'i' fui conte Ugolino, e questi è l'arcivescovo Ruggieri: or ti dirò perché i son tal vicino", Ora ti dirò perché gli sono un vicino così molesto
" Che per l'effetto de' suo' mai pensieri, fidandomi di lui, io fossi preso e poscia morto, dir non è mestieri"," Non occorre dirti che per i suoi malvagi intrighi, fidandomi di lui, io fui catturato e poi ucciso"
" però quel che non puoi avere inteso, cioè come la morte mia fu cruda, udirai, e saprai s'e' m'ha offeso"," Perciò udrai ciò che non puoi aver saputo, cioè come la mia morte fu crudele, e deciderai se mi ha offeso"
" Breve pertugio dentro da la Muda, la qual per me ha 'l titol de la fame, e che conviene ancor ch'altrui si chiuda, m'avea mostrato per lo suo forame più lune già, quand'io feci 'l mal sonno che del futuro mi squarciò 'l velame"," Una stretta feri-toia dentro la torre della Muta, che da me ha preso il nome di torre della fame e che richiuderà ancora altri prigionieri, mi aveva già mostrato più lune at-traverso la sua apertura, quando io feci un sogno fu-nesto, che mi squarciò il velo del futuro"
" Questi pareva a me maestro e donno, cacciando il lupo e ' lupicini al monte per che i Pisan veder Lucca non ponno"," Costui ap-pariva a me la guida e il signore della brigata che cacciava il lupo e i lupetti sul monte san Giuliano, che impedisce ai pisani di veder Lucca"
" Con cagne magre, studïose e conte Gualandi con Sismondi e con Lanfranchi s'avea messi dinanzi da la fronte"," Aveva mes-so in prima fila i Gualandi, i Sismondi e i Lanfran-chi, con cagne magre (=il popolo), avide di preda e ben addestrate"
" In picciol corso mi parieno stanchi lo padre e ' figli, e con l'agute scane mi parea lor veder fender li fianchi", Dopo una breve corsa mi apparivano stanchi il padre e i figli e mi pareva di vedere le ca-gne azzannare i loro fianchi con i denti appuntiti
" Quando fui desto innanzi la dimane, pianger senti' fra 'l sonno i miei figliuoli ch'eran con meco, e dimandar del pane"," Quando, prima del giorno, mi destai, sentii piangere nel sonno i miei figli, che erano con me, e chiedermi del pane"
" Ben se' crudel, se tu già non ti duoli pensando ciò che 'l mio cor s'annunziava"," Sei ben crudele, se già non t’addolori pen-sando a ciò che si annunziava al mio cuore"
" e se non piangi, di che pianger suoli? Già eran desti, e l'ora s'appressava che 'l cibo ne solëa essere addotto, e per suo sogno ciascun dubitava"," E, se non piangi, per che cosa sei solito piangere? Erano già svegli e si avvicinava il momento in cui di solito ci veniva portato il cibo, ma a causa del sogno cia-scuno dubitava"
 e io senti' chiavar l'uscio di sotto a l'orribile torre," Sentii inchiodare l’uscio sottostante di quell’orribile torre, perciò guardai nel viso i miei figli senza dir parole"
 ond'io guardai nel viso a' mie' figliuoi sanza far motto," Io non piangevo, tanto ero im-pietrito dentro"
" Io non piangëa, sì dentro impetrai: piangevan elli", Piangevano essi
" e Anselmuccio mio disse: ""Tu guardi sì, padre"," Il mio Anselmuccio disse: “Tu ci guardi così, o padre"
" che hai?"""," Che cos’hai?” Io non piansi né risposi per tutto quel giorno e per la notte che seguì, finché il nuovo Sole non sorse sul-l’orizzonte"
" Perciò non lagrimai né rispuos'io tutto quel giorno né la notte appresso, infin che l'altro sol nel mondo uscìo"," Quando entrò un po’ di luce nel carcere doloroso e io vidi in quei quattro volti il mio stesso aspetto, per il dolore mi morsi ambedue le mani"
" Come un poco di raggio si fu messo nel doloroso carcere, e io scorsi per quattro visi il mio aspetto stesso, ambo le man per lo dolor mi morsi"," Essi, pensando che lo facessi per il desiderio di mangiare, sùbito si alzarono e dissero: “O padre, proveremo meno dolore, se ti cibi di noi: tu ci hai vestiti con queste misere carni, tu ora le puoi riprendere…” Allora mi quietai, per non renderli più tristi"
" ed ei, pensando ch'io 'l fessi per voglia di manicar, di sùbito levorsi e disser: ""Padre, assai ci fia men doglia se tu mangi di noi: tu ne vestisti queste misere carni, e tu le spoglia""", Quel giorno e il giorno successivo restammo tutti muti
 Queta'mi allor per non farli più tristi," Ahi, o terra senza cuore, perché non ti apristi e non ci hai inghiottiti? Dopo che giungemmo al quarto giorno, Gaddo mi si gettò disteso ai piedi, dicendo: “O padre mio, perché non mi aiuti?” Poi morì"
 lo dì e l'altro stemmo tutti muti," E, come tu vedi me, così io vidi cadere gli altri ad uno ad uno tra il quinto e il sesto giorno"
" ahi dura terra, perché non t'apristi? Poscia che fummo al quarto dì venuti, Gaddo mi si gittò disteso a' piedi, dicendo: ""Padre mio, ché non m'aiuti?"""," Ormai cieco, io cominciai a brancolare sopra cia-scuno e per due giorni li chiamai, dopo che furon morti"
 Quivi morì," Alla fine più che il dolore poté il digiuno…» Quand’ebbe finito di parlare, con gli occhi biechi riprese a guastare l’infelice teschio con i denti, che sull’osso furono forti come quelli d’un cane"
" e come tu mi vedi, vid'io cascar li tre ad uno ad uno tra 'l quinto dì e 'l sesto"," L’invettiva di Dante contro i pisani Ahi, o Pisa, sei l’infamia delle genti del bel paese dove il sì suona (=l’Italia)"
" ond'io mi diedi, già cieco, a brancolar sovra ciascuno, e due dì li chiamai, poi che fur morti"," Poiché i vicini son lenti a punirti, si muovano le isole di Capraia e di Gorgó-na e facciano un argine alla foce dell’Arno, così che anneghino tutti i tuoi abitanti"
" Poscia, più che 'l dolor, poté 'l digiuno”"," Anche se il conte U-golino aveva fama d’aver consegnato alcuni tuoi ca-stelli, non dovevi sottoporre i figli ad un supplizio così crudele"
" Quand'ebbe detto ciò, con li occhi torti riprese 'l teschio misero co' denti, che furo a l'osso, come d'un can, forti", O nuova Tebe
" Ahi Pisa, vituperio de le genti del bel paese là dove 'l sì suona, poi che i vicini a te punir son lenti, muovasi la Capraia e la Gorgona, e faccian siepe ad Arno in su la foce, sì ch'elli annieghi in te ogne persona",", la giovane età rendeva innocenti Uguccione e Brigata e gli altri due già nominati"
" Che se 'l conte Ugolino aveva voce d'aver tradita te de le castella, non dovei tu i figliuoi porre a tal croce"," Tolomea e i traditori degli ospiti Noi passammo oltre, nella Tolomea, là dove la cro-sta gelata avvolge fra i tormenti altri dannati, che hanno la faccia non rivolta in giù bensì rivolta in su"
" Innocenti facea l'età novella, novella Tebe, Uguiccione e 'l Brigata e li altri due che 'l canto suso appella"," In quel luogo lo stesso pianto non permette di pian-gere e il dolore, che trova un ostacolo sugli occhi, ritorna indietro ed accresce il tormento, perché le lacrime che si sono congelate per prime formano un nodo di ghiaccio e, come una visiera di cristallo, riempiono tutta l’occhiaia che sta sotto il ciglio"
" Noi passammo oltre, là 've la gelata ruvidamente un'altra gente fascia, non volta in giù, ma tutta riversata"," Anche se, come a un callo, il freddo aveva tolto o-gni sensibilità al mio viso, mi pareva già di sentire un bel po’ di vento"
" Lo pianto stesso lì pianger non lascia, e 'l duol che truova in su li occhi rintoppo, si volge in entro a far crescer l'ambascia"," Perciò dissi: «O maestro mio, chi provoca questo vento? In questo luogo non cessa ogni movimento dell’aria?» Ed egli a me: «Presto sarai dove l’occhio darà risposta alla tua domanda e vedrai la causa che in alto lo produce…» Frate Alberigo dei Manfredi e Branca Do-ria Allora uno dei tristi della crosta ghiacciata gridò a noi: «O anime tanto crudeli da meritare la zona più pro-fonda dell’inferno, levàtemi dagli occhi le incrosta-zioni di ghiaccio così che possa sfogare un po’ il do-lore che mi riempie il cuore, prima che il pianto si congeli nuovamente"
" ché le lagrime prime fanno groppo, e sì come visiere di cristallo, rïempion sotto 'l ciglio tutto il coppo","» Io a lui: «Se vuoi che ti aiuti, dimmi chi sei"
" E avvegna che, sì come d'un callo, per la freddura ciascun sentimento cessato avesse del mio viso stallo, già mi parea sentire alquanto vento"," Se non ti libero gli occhi, mi àuguro di andare nel fondo della ghiacciaia"
" per ch'io: “Maestro mio, questo chi move? non è qua giù ogne vapore spento?”","» Allora rispose: «Io sono frate Alberigo dei Manfredi, son quello della frutta dell’orto del male"
" Ond'elli a me: “Avaccio sarai dove di ciò ti farà l'occhio la risposta, veggendo la cagion che 'l fiato piove”", Qui raccolgo datteri per fichi
" E un de' tristi de la fredda crosta gridò a noi: “O anime crudeli tanto che data v'è l'ultima posta, levatemi dal viso i duri veli, sì ch'ïo sfoghi 'l duol che 'l cor m'impregna, un poco, pria che 'l pianto si raggeli”","» «Oh» gli dissi, «tu sei già morto?» Ed egli a me: 7 9 «Come il mio corpo si trovi lassù nel mondo, non so proprio"
" Per ch'io a lui: “Se vuo' ch'i' ti sovvegna, dimmi chi se', e s'io non ti disbrigo, al fondo de la ghiaccia ir mi convegna”"," La Tolomea ha questo vantaggio, che spesso l’anima vi cade prima che Àtropo l’abbia spinta"
 Rispuose adunque: “I' son frate Alberigo," E, affinché più volentieri tu mi liberi tutto il viso dalle lacrime ghiacciate, sappi che, non appena l’anima tradisce, come feci io, è privata del corpo da un de-monio, che poi lo governa mentre trascorre tutto il tempo che deve vivere"
" i' son quel da le frutta del mal orto, che qui riprendo dattero per figo”", Poi essa precipita in questo pozzo
" “Oh”, diss'io lui, “or se' tu ancor morto?”", E forse lassù in terra si vede ancora il corpo dell’anima che sverna dietro di me
" Ed elli a me: “Come 'l mio corpo stea nel mondo sù, nulla scïenza porto"," Tu lo devi sape-re, se vieni soltanto ora qua giù: è Branca Doria"
