Original,Translate_IT_1
"“Ecco la fiera con la coda aguzza, che passa i monti e rompe i muri e l'armi","«Ecco la belva con la coda aguzza, che passa i mon-ti, rompe le mura e le armi"
 Ecco colei che tutto 'l mondo appuzza, Ecco colei che riempie di puzza tutto il mondo
”,» Così cominciò a parlarmi la mia guida
 Sì cominciò lo mio duca a parlarmi," Le accennò che venisse all’approdo, vicino alla fine dell’argine in pietra su cui avevamo camminato"
" e accennolle che venisse a proda, vicino al fin d'i passeggiati marmi"," Quella sozza immagine di frode venne, sporse la te-sta e il busto, ma non trasse la coda sulla riva"
" E quella sozza imagine di froda sen venne, e arrivò la testa e 'l busto, ma 'n su la riva non trasse la coda"," Il suo volto era di un uomo giusto, tanto benevolo era il suo aspetto esteriore, e di serpente era tutto il resto del corpo"
" La faccia sua era faccia d'uom giusto, tanto benigna avea di fuor la pelle, e d'un serpente tutto l'altro fusto"," Aveva due zampe pelose fino alle ascelle, il dorso e il petto ed entrambi i fianchi dipinti di striature intrecciate e di cerchietti"
 due branche avea pilose insin l'ascelle," Né Tartari né Turchi fecero mai drappi con più colori, né l’abile Aracne fu capace di tessere tele simili"
 lo dosso e 'l petto e ambedue le coste dipinti avea di nodi e di rotelle," Come talvol-ta i burchielli (=le barche) stanno a riva, e parte so-no in acqua, parte in terra, e come là fra i tedeschi sbevazzoni (=nei paesi nordici) il castoro si prepara ad andare a caccia; così l’orribile bestia stava sull’orlo di pietra che racchiude il sabbione"
" Con più color, sommesse e sovraposte non fer mai drappi Tartari né Turchi, né fuor tai tele per Aragne imposte"," La sua coda guizzava tutta nel vuoto, volgendo in alto l’inforcatura, che armava la punta di veleno come uno scorpione"
" Come talvolta stanno a riva i burchi, che parte sono in acqua e parte in terra, e come là tra li Tedeschi lurchi lo bivero s'assetta a far sua guerra, così la fiera pessima si stava su l'orlo ch'è di pietra e 'l sabbion serra"," La mia guida disse: «Ora conviene che deviamo un po’ il nostro cam-mino fino a quella bestia malvagia, che ci aspetta laggiù»"
" Nel vano tutta sua coda guizzava, torcendo in sù la venenosa forca ch'a guisa di scorpion la punta armava"," Perciò scendemmo dall’argine sul lato destro e fa-cemmo dieci passi sul bordo estremo del cerchio, per evitare la sabbia e la pioggia di fuoco"
 Lo duca disse: “Or convien che si torca la nostra via un poco insino a quella bestia malvagia che colà si corca”," Quando giungemmo da lei, vidi un po’ più lontano gente se-duta sulla sabbia, vicina al baratro"
" Però scendemmo a la destra mammella, e diece passi femmo in su lo stremo, per ben cessar la rena e la fiammella"," Gli usurai: Reginaldo degli Scrovegni, Vi-taliano del Dente e alcuni fiorentini Qui il maestro mi disse: «Se vuoi fare un’esperienza completa di questo gi-rone, va’ e osserva la loro pena"
" E quando noi a lei venuti semo, poco più oltre veggio in su la rena gente seder propinqua al loco scemo", Ma fa’ discorsi bre-vi
" Quivi 'l maestro “Acciò che tutta piena esperïenza d'esto giron porti”, mi disse, “va, e vedi la lor mena"," Mentre tu ritorni, parlerò con questa belva, affin-ché ci conceda di salire sulle sue forti spalle»"
 Li tuoi ragionamenti sian là corti," Così me ne andai tutto solo sull’estremo bordo di quel settimo cerchio, dove sedeva la gente mesta"
" mentre che torni, parlerò con questa, che ne conceda i suoi omeri forti”"," Il loro dolore scoppiava fuori degli occhi (=piange-vano) e da una parte e dall’altra si aiutavano con le mani sia contro la pioggia infuocata, sia dal suolo rovente"
" Così ancor su per la strema testa di quel settimo cerchio tutto solo andai, dove sedea la gente mesta"," In modo non diverso fanno i cani in estate, ora con il muso ed ora con la zampa, quando sono morsi da pulci, da mosche o da tafani"
 Per li occhi fora scoppiava lor duolo," Fissai gli oc-chi nel viso di quelle ombre, sulle quali cadeva il fuoco doloroso, ma non riconobbi alcuno"
" di qua, di là soccorrien con le mani quando a' vapori, e quando al caldo suolo: non altrimenti fan di state i cani or col ceffo or col piè, quando son morsi o da pulci o da mosche o da tafani"," Però mi accorsi che dal collo di ciascuno pendeva una borsa, che aveva un certo colore e un certo stemma nobilia-re"
" Poi che nel viso a certi li occhi porsi, ne' quali 'l doloroso foco casca, non ne conobbi alcun", Da essa appariva che il loro occhio si nutrisse
" ma io m'accorsi che dal collo a ciascun pendea una tasca ch'avea certo colore e certo segno, e quindi par che 'l loro occhio si pasca", Io andai tra di loro e guardai con attenzione
" E com'io riguardando tra lor vegno, in una borsa gialla vidi azzurro che d'un leone avea faccia e contegno", Vidi su una borsa gialla una figura azzurra che aveva la fac-cia e il contegno di un leone (=lo stemma dei Gian-figliazzi)
" Poi, procedendo di mio sguardo il curro, vidine un'altra come sangue rossa, mostrando un'oca bianca più che burro"," Poi, spingendo oltre il mio sguardo, vidi un’altra borsa di color rosso sangue, che mostrava un’oca bianca più del burro (=lo stemma degli O-briachi)"
" E un che d'una scrofa azzurra e grossa segnato avea lo suo sacchetto bianco, mi disse: “Che fai tu in questa fossa? Or te ne va"," Un dannato, che aveva una borsa bianca disegnata con una grossa scrofa azzurra (=lo stemma degli Scrovegni), mi disse: «Che cosa fai tu in questa fossa? Ora vattene"
