Original,Translate_IT_1
"O Simon mago, o miseri seguaci che le cose di Dio, che di bontate deon essere spose, e voi rapaci per oro e per argento avolterate, or convien che per voi suoni la tromba, però che ne la terza bolgia state","O mago Simone, o voi, miserabili suoi seguaci, che le cose di Dio, le quali devono esser date come spo-se ai buoni, voi, rapaci, per oro e per argento date in adulterio, ora per voi suonerà la tromba del mio can-to, perché state nella terza bolgia"
" Già eravamo, a la seguente tomba, montati de lo scoglio in quella parte ch'a punto sovra mezzo 'l fosso piomba"," Nella bolgia se-guente eravamo già saliti in quella parte del ponte, che sovrasta a perpendìcolo il mezzo della fossa"
" O somma sapïenza, quanta è l'arte che mostri in cielo, in terra e nel mal mondo, e quanto giusto tua virtù comparte"," O somma sapienza, quant’è grande l’arte che mostri in cielo, in terra e nel mondo dei malvagi, e con quanta giustizia la tua potenza distribuisce premi e castighi"
" Io vidi per le coste e per lo fondo piena la pietra livida di fóri, d'un largo tutti e ciascun era tondo"," La punizione dei simoniaci Per le pareti scoscese e per il fondo della bolgia io vidi la pietra livida piena di fori, tutti ugualmente larghi e circolari"
" Non mi parean men ampi né maggiori che que' che son nel mio bel San Giovanni, fatti per loco d'i battezzatori"," Non mi apparivano più piccoli né più grandi di quelli che si trovano nel mio bel batti-stero di san Giovanni, destinati alla funzione di bat-tezzatoi, uno dei quali, non molti anni or sono, io ruppi per salvare un tale che vi stava annegando dentro"
" l'un de li quali, ancor non è molt'anni, rupp'io per un che dentro v'annegava: e questo sia suggel ch'ogn'omo sganni"," E questa sia l’interpretazione definitiva, che smentisca tutte le altre"
" Fuor de la bocca a ciascun soperchiava d'un peccator li piedi e de le gambe infino al grosso, e l'altro dentro stava"," Dall’apertura di ciascun foro sporgevano i piedi e le gambe di un peccatore sino ai polpacci, il resto del corpo rimaneva dentro"
 Le piante erano a tutti accese intrambe," Tutti i dannati avevano le piante dei piedi accese, perciò le giunture guizzavano così forte, che avrebbero spezzato legami di vimini attorti e corde di erbe in-trecciate"
" per che sì forte guizzavan le giunte, che spezzate averien ritorte e strambe"," Le fiamme si muovevano dai calcagni alle punte dei piedi, come il fiammeggiare delle cose un-te si muove soltanto sulla loro superficie"
" Qual suole il fiammeggiar de le cose unte muoversi pur su per la strema buccia, tal era lì dai calcagni a le punte"," L’incontro con papa Niccolò III Orsini «O maestro, chi è colui che soffre tormenti più degli altri suoi compagni» dissi, «e che è lambìto da una fiamma più rossa?» Ed egli a me: «Se vuoi che ti porti laggiù seguendo la strada meno ripida, saprai da lui il nome e le colpe…» Ed io: «Tanto mi piace andar giù quanto piace a te: tu sei il mio signore, sai che non mi allontano da quel che tu vuoi e sai anche quel che io lascio inespresso"
