Original,Translate_IT_1
"S'ïo avessi le rime aspre e chiocce, come si converrebbe al tristo buco sovra 'l qual pontan tutte l'altre rocce, io premerei di mio concetto il suco più pienamente","Se io avessi rime aspre e gracchianti, che fossero adatte alla trista voragine dell’inferno, sulla quale pesano tutte le altre rocce, io esprimerei il mio pen-siero in modo più adeguato"
" ma perch'io non l'abbo, non sanza tema a dicer mi conduco"," Ma, poiché io non le ho, mi preparo a scrivere con un certo timore, perché non è impresa da pigliare alla leggera descrivere il fondo di tutto universo (=il cerchio nono), né di una lingua infantile che chiami ancora mamma o babbo"
" ché non è impresa da pigliare a gabbo discriver fondo a tutto l'universo, né da lingua che chiami mamma o babbo"," Mi aiutino quelle donne (=le muse) che aiutarono il poeta Anfione a cingere di mura Tebe, in modo che non ci sia differenza tra le mie parole e i fatti narra-ti"
" Ma quelle donne aiutino il mio verso ch'aiutaro Anfïone a chiuder Tebe, sì che dal fatto il dir non sia diverso"," O plebaglia di peccatori, perversa più di tutte le altre plebaglie punite negli altri cerchi, che stai nel luogo, di cui è arduo parlare, sarebbe stato meglio se in vita voi foste pecore o capre"
" Oh sovra tutte mal creata plebe che stai nel loco onde parlare è duro, mei foste state qui pecore o zebe"," Scendemmo giù nel pozzo oscuro, sotto i piedi del gigante Anteo, molto più bassi"
" Come noi fummo giù nel pozzo scuro sotto i piè del gigante assai più bassi, e io mirava ancora a l'alto muro, dicere udi'mi: “Guarda come passi: va sì, che tu non calchi con le piante le teste de' fratei miseri lassi”", Io osservavo ancora l’alta parete rocciosa
" Per ch'io mi volsi, e vidimi davante e sotto i piedi un lago che per gelo avea di vetro e non d'acqua sembiante", All’improvviso sentii qualcu-no che mi diceva: «Guarda bene dove cammini
" Non fece al corso suo sì grosso velo di verno la Danoia in Osterlicchi, né Tanaï là sotto 'l freddo cielo, com'era quivi", Cerca di non calpesta-re con i piedi le teste di coloro che in vita furono tuoi infelici fratelli
" che se Tambernicchi vi fosse sù caduto, o Pietrapana, non avria pur da l'orlo fatto cricchi","» Perciò mi volsi e vidi davanti a me e sotto i miei piedi un lago che, per il ghiaccio, aveva l’aspetto nebuloso del vetro e non quello trasparente dell’acqua"
" E come a gracidar si sta la rana col muso fuor de l'acqua, quando sogna di spigolar sovente la villana, livide, insin là dove appar vergogna eran l'ombre dolenti ne la ghiaccia, mettendo i denti in nota di cicogna"," D’inverno il Danubio in Austria non co-pre mai il suo corso con ghiaccio tanto spesso, e neppure il Don sotto il cielo freddo del Settentrione, come era in questo luogo"
 Ognuna in giù tenea volta la faccia," Ed anche se vi fossero ca-duti sopra il monte Tambura o la Pania della Croce delle Alpi Apuane, neppure essi ne avrebbero fatto scricchiolare la superficie"
" da bocca il freddo, e da li occhi il cor tristo tra lor testimonianza si procaccia"," E, come la rana gracida con il muso a pelo d’acqua, quando la contadina so-gna spesso di spigolare (=d’estate), così erano livide le ombre dolenti immerse nel ghiaccio fino a dove appare il rossore delle guance"
