Original,Translate_IT_1
"“ ”, cominciò Pluto con la voce chioccia","«O papa Satana, o papa Satana alfa"
" e quel savio gentil, che tutto seppe, disse per confortarmi: “Non ti noccia la tua paura",» cominciò Plu-to con voce gracchiante
" ché, poder ch'elli abbia, non ci torrà lo scender questa roccia”"," Quel saggio gentile, che seppe ogni cosa, per confortarmi disse: «Non ti nuoccia la tua paura, poiché, per potere che egli abbia, non ci impedirà di scendere giù nell’in-ferno»"
" Poi si rivolse a quella 'nfiata labbia, e disse: “Taci, maladetto lupo"," Poi si rivolse a quel volto gonfio d’ira e disse: «Taci, o maledetto lupo"
 consuma dentro te con la tua rabbia, E consuma dentro di te la tua rabbia
" Non è sanza cagion l'andare al cupo: vuolsi ne l'alto, là dove Michele fé la vendetta del superbo strupo”"," Non è senza causa il nostro viaggio verso il fondo dell’inferno: si vuole così in cielo, dove l’arcangelo Michele vendicò il più grave peccato di Lucifero, la sua sconfinata superbia"
" Quali dal vento le gonfiate vele caggiono avvolte, poi che l'alber fiacca, tal cadde a terra la fiera crudele","» Come le vele gonfiate dal vento cadono ravvolte, poiché l’albero della nave si spezza, così cadde a terra la belva crudele"
" Così scendemmo ne la quarta lacca, pigliando più de la dolente ripa che 'l mal de l'universo tutto insacca"," Scendemmo nel quarto cerchio, procedendo più in basso in quella dolorosa voragine che raccoglieva tutto il male dell’universo"
 Ahi giustizia di Dio," Ahi, o giustizia di Dio, chi mai ammassa tante nuove pene e tanti tormenti quanti ne vidi io qui? E perché, se siamo nati per il cielo, le nostre colpe ci straziano in tal modo? Gli avari e i prodighi Come fa l’onda del mar Ionio sopra il paese sicilia-no di Cariddi, che s’infrange contro quella che pro-viene dal mar Tirreno, così qui la gente è costretta a ballare in tondo"
" tante chi stipa nove travaglie e pene quant'io viddi? e perché nostra colpa sì ne scipa? Come fa l'onda là sovra Cariddi, che si frange con quella in cui s'intoppa, così convien che qui la gente riddi"," Qui io vidi gente più numerosa che altrove, che da una parte e dall’altra, con grandi ur-la, faceva rotolare massi che spingeva con il petto"
" Qui vid'i' gente più ch'altrove troppa, e d'una parte e d'altra, con grand' urli, voltando pesi per forza di poppa"," Si scontravano con violenza, poi ciascun dannato, voltandosi indietro, si rivolgeva all’altro gridando: «Perché tieni stretto il denaro?» e «Tu perché lo sprechi?»"
 Percotëansi 'ncontro," Così tornavano indietro per il cerchio, o-scuro da ogni parte, al punto opposto, gridando anch’essi parole ingiuriose"
" e poscia pur lì si rivolgea ciascun, voltando a retro, gridando: “Perché tieni?” e “Perché burli?”"," Poi, quand’era giunto, ciascun dannato si volgeva indietro e ripercorreva il suo mezzo cerchio fino al nuovo scontro"
" Così tornavan per lo cerchio tetro da ogne mano a l'opposito punto, gridandosi anche loro ontoso metro"," Con il cuo-re traboccante d’angoscia, dissi: «O maestro mio, dimmi che gente è questa e dimmi se furono tutti chierici questi dannati che hanno la chierica qui alla nostra sinistra…» Ed egli a me: «Tutti costoro furono prodighi, videro in modo di-storto con la ragione nella vita terrena e non fecero mai alcuna spesa con misura"
" poi si volgea ciascun, quand'era giunto, per lo suo mezzo cerchio a l'altra giostra"," La loro voce lo abbaia molto chiaramente, quando giungono ai due punti opposti del cerchio, dove la colpa contraria li divi-de"
" E io, ch'avea lo cor quasi compunto, dissi: “Maestro mio, or mi dimostra che gente è questa, e se tutti fuor cherci questi chercuti a la sinistra nostra”"," Questi altri che non hanno il coperchio di capelli sul capo, furono avari: furono chierici, papi e cardi-nali"
" Ed elli a me: “Tutti quanti fuor guerci sì de la mente in la vita primaia, che con misura nullo spendio ferci", Su di essi l’avarizia ha esercitato tutto il suo potere»
" Assai la voce lor chiaro l'abbaia, quando vegnono a' due punti del cerchio dove colpa contraria li dispaia"," Ed io: «O maestro, tra costoro io dovrei ben riconoscere alcuni, che s’insozzarono di questi due vizi"
" Questi fuor cherci, che non han coperchio piloso al capo, e papi e cardinali, in cui usa avarizia il suo soperchio”","» Ed egli a me: «In testa hai un pensiero sbagliato: la vita dissenna-ta, che li fece sozzi, ora impedisce di riconoscerli"
" E io: “Maestro, tra questi cotali dovre' io ben riconoscere alcuni che furo immondi di cotesti mali”"," Cozzeranno in eterno gli uni contro gli altri: gli ava-ri risorgeranno dalla tomba con il pugno chiuso, i prodighi con i capelli tagliati"
