Original,Translate_IT_1
"In quella parte del giovanetto anno che 'l sole i crin sotto l'Aquario tempra e già le notti al mezzo dì sen vanno, quando la brina in su la terra assempra l'imagine di sua sorella bianca, ma poco dura a la sua penna tempra, lo villanello a cui la roba manca, si leva, e guarda, e vede la campagna biancheggiar tutta","In quel periodo dell’anno appena iniziato, in cui il Sole intiepidisce i raggi sotto l’Acquario e le notti si avvicinano alla durata dei giorni (=dal 21 gennaio al 18 febbraio), quando la brina sulla Terra è l’imma-gine della neve, la sua bianca sorella, anche se ben presto si scioglie, il contadino, a cui manca il forag-gio, si alza e guarda fuori, e vede tutta la campagna imbiancata"
" ond'ei si batte l'anca, ritorna in casa, e qua e là si lagna, come 'l tapin che non sa che si faccia"," Perciò si batte il fianco disperato, ritor-na in casa e si lagna andando qua e là, come un po-veraccio che non sa che cosa fare"
" poi riede, e la speranza ringavagna, veggendo 'l mondo aver cangiata faccia in poco d'ora, e prende suo vincastro e fuor le pecorelle a pascer caccia"," Poi ritorna fuori e riacquista la speranza, poiché vede che il mondo in poco tempo ha cambiato faccia e la brina si è sciol-ta"
" Così mi fece sbigottir lo mastro quand'io li vidi sì turbar la fronte, e così tosto al mal giunse lo 'mpiastro", Prende il suo bastone e spinge le pecore fuori dell’ovile a pascolare
" ché, come noi venimmo al guasto ponte, lo duca a me si volse con quel piglio dolce ch'io vidi prima a piè del monte"," Allo stesso modo il maestro mi fece sbigottire quan-do io lo vidi con la fronte così turbata, e altrettanto rapidamente giunse il rimedio al male, perché, come noi venimmo al ponte franato, la mia guida si rivolse a me con l’aspetto dolce che io vidi la prima volta ai piedi del colle"
" Le braccia aperse, dopo alcun consiglio eletto seco riguardando prima ben la ruina, e diedemi di piglio"," Osservò con attenzione la frana, pre-se una decisione tra sé e sé, quindi aprì le braccia e mi afferrò saldamente per farmi salire"
" E come quei ch'adopera ed estima, che sempre par che 'nnanzi si proveggia, così, levando me sù ver' la cima d'un ronchione, avvisava un'altra scheggia dicendo: “Sovra quella poi t'aggrappa"," E, come chi si mette all’opera e valuta il da farsi, e mostra di a-vere sempre una soluzione pronta, così, mentre mi trascinava verso la cima di un masso sporgente, a-docchiava un’altra roccia e mi diceva: «Aggràppati poi a quella, ma prima controlla se è tanto solida da reggerti"
 ma tenta pria s'è tal ch'ella ti reggia”,"» La via non era adatta a gente che indossava il man-tello di piombo, poiché noi a malapena, egli leggero ed io spinto da lui, potevamo salire di sporgenza in sporgenza"
" Non era via da vestito di cappa, ché noi a pena, ei lieve e io sospinto, potavam sù montar di chiappa in chiappa"," E, se non fosse che da quella parte del-l’argine più che dall’altra il pendio era più breve, non so lui, ma io mi sarei fermato"
" E se non fosse che da quel precinto più che da l'altro era la costa corta, non so di lui, ma io sarei ben vinto"," Ma, poiché Ma-lebolge declina tutta verso l’apertura del pozzo che si trova nella parte più bassa dell’inferno, la posi-zione di ciascuna bolgia fa sì che l’argine esterno sia più alto e quello interno più basso"
" Ma perché Malebolge inver' la porta del bassissimo pozzo tutta pende, lo sito di ciascuna valle porta che l'una costa surge e l'altra scende"," Alla fine noi ve-nimmo in cima alla frana, dove l’ultima roccia è ca-duta"
 noi pur venimmo al fine in su la punta onde l'ultima pietra si scoscende," Io non avevo più fiato nei polmoni, quando ar-rivai su, e non potevo procedere oltre, perciò, appe-na arrivato, mi sedetti"
" La lena m'era del polmon sì munta quand'io fui sù, ch'i' non potea più oltre, anzi m'assisi ne la prima giunta"," «Ora non devi fermarti a riposare» disse il maestro, «poiché sedendo su piume né stando sotto coltri si acquista fama"
" “Omai convien che tu così ti spoltre”, disse 'l maestro"," E chi passa la sua vita senza di essa, sulla Terra lascia di sé una traccia simile al fumo nell’aria e alla schiuma nell’acqua"
" “ché, seggendo in piuma, in fama non si vien, né sotto coltre"," Perciò àlzati su, vinci l’affanno del respiro con la forza d’animo che vince ogni resistenza, se non si accascia per terra con il suo corpo mortale"
" sanza la qual chi sua vita consuma, cotal vestigio in terra di sé lascia, qual fummo in aere e in acqua la schiuma"," Conviene salire una scala più lunga, non basta essersi allontanati da questi dannati"
 E però leva sù," E, se tu mi capisci, fa’ in modo che il mio consiglio ti sia utile"
