Original,Translate_IT_1
"Ruppemi l'alto sonno ne la testa un greve truono, sì ch'io mi riscossi come persona ch'è per forza desta",Un forte tuono interruppe il sonno profondo in cui ero caduto e mi risvegliai come chi è destato da una forza esterna
" e l'occhio riposato intorno mossi, dritto levato, e fiso riguardai per conoscer lo loco dov'io fossi", Mi sentivo ben riposato
 Vero è che 'n su la proda mi trovai de la valle d'abisso dolorosa che 'ntrono accoglie d'infiniti guai," Mossi intorno a me lo sguardo, lo levai dritto e guardai con atten-zione, per riconoscere il luogo dov’ero"
" Oscura e profonda era e nebulosa tanto che, per ficcar lo viso a fondo, io non vi discernea alcuna cosa"," E mi ritrovai davvero sull’orlo della valle dolorosa dell’abisso, che accoglie in sé infiniti lamenti"
" “Or discendiam qua giù nel cieco mondo”, cominciò il poeta tutto smorto"," Essa era a tal punto oscura, profonda e nebbiosa, che, pur spingen-do lo sguardo in fondo, non riuscivo a veder nulla"
" “Io sarò primo, e tu sarai secondo”", «Ora discendiamo giù nel mondo immerso nel buio» cominciò il poeta tutto smorto
" E io, che del color mi fui accorto, dissi: “Come verrò, se tu paventi che suoli al mio dubbiare esser conforto?”"," «Io andrò avanti, tu mi verrai dietro»"
" Ed elli a me: “L'angoscia de le genti che son qua giù, nel viso mi dipigne quella pietà che tu per tema senti"," Io mi ero accorto del suo pallore, così dissi: «Come potrò seguirti, se sei spaventato anche tu, che di solito conforti i miei dubbi?» Ed egli a me: «L’angoscia per le genti, che sono qua giù, mi di-pinge sul viso quel sentimento che tu credi paura [ed è compassione]"
" Andiam, ché la via lunga ne sospigne”"," Andiamo, poiché la lunghezza del cammino ci costringe a fare in fretta"
 Così si mise e così mi fé intrare nel primo cerchio che l'abisso cigne,» Così si mise in cammino e mi fece entrare nel primo cerchio che gira intorno all’abisso
" Quivi, secondo che per ascoltare, non avea pianto mai che di sospiri che l'aura etterna facevan tremare"," Il limbo e i suoi abitanti Qui, se si ascoltava, non si sentiva alcun pianto, ma soltanto sospiri, che facevano tremare l’aria eterna"
" ciò avvenia di duol sanza martìri, ch'avean le turbe, ch'eran molte e grandi, d'infanti e di femmine e di viri"," Ciò avveniva perché quegli spiriti provavano dolore, ma non erano sottoposti a tormenti"
" Lo buon maestro a me: “Tu non dimandi che spiriti son questi che tu vedi? Or vo' che sappi, innanzi che più andi, ch'ei non peccaro", Le schiere erano numerose e formate da molte anime
" e s'elli hanno mercedi, non basta, perché non ebber battesmo, ch'è porta de la fede che tu credi"," Io vedevo bam-bini, donne e uomini"
