Original,Translate_IT_1
"Quel color che viltà di fuor mi pinse veggendo il duca mio tornare in volta, più tosto dentro il suo novo ristrinse","Quel pallore, che la paura mi dipinse sul viso, ve-dendo la mia guida tornare indietro, lo spinse a trat-tenere subito dentro di sé la prima arrabbiatura che provava"
 Attento si fermò com'uom ch'ascolta," Si fermò attento, come un uomo che ascol-ta, perché non poteva spingere lontano lo sguardo a causa dell’aria buia e della fitta nebbia"
 ché l'occhio nol potea menare a lunga per l'aere nero e per la nebbia folta," «Noi vinceremo sicuramente la battaglia» cominciò a dire, «se non"
" “Pur a noi converrà vincer la punga”, cominciò el, “se non ",
,
, Qualcuno ci ha offerto il suo aiuto
 Tal ne s'offerse," Oh, quanto ritarda per me l’arrivo di quell’aiuto"
 Oh quanto tarda a me ch'altri qui giunga,"» Io vidi bene come egli cambiò il discorso iniziato con quello che poi fece, perché le parole successive contraddicevano le prime"
”," Nondimeno, quanto disse provocò in me paura, perché io intendevo la frase interrotta in un senso forse peggiore di quanto non avesse"
" I' vidi ben sì com'ei ricoperse lo cominciar con l'altro che poi venne, che fur parole a le prime diverse"," «In questo fondo dell’antica voragine è mai disceso qualcuno dal primo cerchio (=dal limbo), che per unica pena ha la vana speranza di vedere Dio?» Io feci questa domanda ed egli mi rispose: «Di rado accade che qualcuno di noi faccia il cam-mino per il quale io vado"
" ma nondimen paura il suo dir dienne, perch'io traeva la parola tronca forse a peggior sentenzia che non tenne"," È vero che io discesi qua giù un’altra volta, evocato da Eritone, quella crude-le maga che richiamava le anime nei loro corpi"
" “In questo fondo de la trista conca discende mai alcun del primo grado, che sol per pena ha la speranza cionca?”"," Da poco mi ero separato dalla mia carne, quando lei mi fece entrare dentro le mura di Dite per riportare sul-la Terra uno spirito che si trovava nel nono cerchio, nella Giudecca"
 Questa question fec'io, Quello è il punto più basso e oscuro dell’inferno ed è anche il più lontano dal Primo Mobile che fa girare i cieli
" e quei “Di rado incontra”, mi rispuose, “che di noi faccia il cammino alcun per qual io vado"," Io so bene la strada, perciò non preoccuparti"
" Ver è ch'altra fïata qua giù fui, congiurato da quella Eritón cruda che richiamava l'ombre a' corpi sui"," Questa palude, che emana il gran puzzo, cinge tutt’intorno la città di Dite, do-ve ormai non potremo entrare senza ricorrere alla forza»"
" Di poco era di me la carne nuda, ch'ella mi fece intrar dentr'a quel muro, per trarne un spirto del cerchio di Giuda"," Le Erinni e Medusa Aggiunse altro, ma non lo ricordo, poiché il mio sguardo era stato attratto verso l’alta torre con la cima rovente, dove in un punto si erano affacciate le tre furie infernali, sporche di sangue"
" Quell'è 'l più basso loco e 'l più oscuro, e 'l più lontan dal ciel che tutto gira: ben so 'l cammin"," Avevano membra e modi femminili, erano circondate da ser-penti a più teste di color verde e per capelli avevano serpentelli e serpenti cornuti, che cingevano le loro tempie selvagge"
 però ti fa sicuro," Virgilio riconobbe subito le ancelle di Proserpina, la regina dell’eterno pianto, così: «Guarda le feroci Erinni» mi disse, «questa a sini-stra è Megera, quella che piange a destra è Aletto, Tesifone è al centro»"
" Questa palude che 'l gran puzzo spira cigne dintorno la città dolente, u' non potemo intrare omai sanz'ira”", Poi tacque
" E altro disse, ma non l'ho a mente", Ciascuna si squarciava il petto con le unghie
" però che l'occhio m'avea tutto tratto ver' l'alta torre a la cima rovente, dove in un punto furon dritte ratto tre furïe infernal di sangue tinte, che membra feminine avieno e atto, e con idre verdissime eran cinte", Si battevano con le palme delle mani e gri-davano così forte che io per paura mi strinsi al poe-ta
" serpentelli e ceraste avien per crine, onde le fiere tempie erano avvinte"," «Facciamo venire qui Medusa, così lo trasformere-mo in sasso"
" E quei, che ben conobbe le meschine de la regina de l'etterno pianto, “Guarda”, mi disse, “le feroci Erine","», dicevano tutte guardando in giù"
 Quest'è Megera dal sinistro canto, «Abbiamo vendicato male l’aggressione di Tesèo contro l’inferno
 quella che piange dal destro è Aletto,"» E Virgilio a me: «Vòltati indietro e tieni gli occhi ben chiusi, perché, se la Gόrgone si mostrasse e tu la vedessi, non avre-sti alcuna speranza di ritornare mai lassù, sulla Ter-ra"
 Tesifón è nel mezzo”,» Così disse il maestro
 e tacque a tanto," Poi egli stesso mi fece voltare e, non contento delle mie mani, chiuse i miei occhi anche con le sue"
 Con l'unghie si fendea ciascuna il petto," O voi che avete l’intelletto sano, osservate bene l’insegnamento che si nasconde sotto il velo dei versi inconsueti"
