Original,Translate_IT_1
"'Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","«Per me si va nella città della sofferenza, per me si va nell’eterno dolore, per me si va tra la gente dannata"
 Giustizia mosse il mio alto fattore," La giustizia mosse il mio sommo creatore: mi fece la divina potenza, la somma sapienza e il primo amore"
" fecemi la divina podestate, la somma sapïenza e 'l primo amore", Prima di me furono create soltanto cose eterne e io durerò eternamente
" Dinanzi a me non fuor cose create se non etterne, e io etterno duro"," Lasciate ogni speranza, o voi ch’entrate"
" Lasciate ogne speranza, voi ch'intrate'","» Queste parole di colore scuro io vidi scritte sopra una porta, perciò dissi: «O maestro, il loro significato mi è duro"
 Queste parole di colore oscuro vid'ïo scritte al sommo d'una porta,"» Da persona esperta, egli mi rispose: «Qui convien lasciare ogni dubbio, conviene che ogni viltà sia morta"
" per ch'io: “Maestro, il senso lor m'è duro”"," Siamo giunti in quel luogo in cui ti ho detto che vedrai le anime dei dannati, che hanno perduto il bene dell’intelletto (=Dio)"
" Ed elli a me, come persona accorta: “Qui si convien lasciare ogne sospetto","» L’entrata nell’inferno Poi mi prese per mano con volto sereno, perciò io ripresi coraggio, e m’introdusse nei segreti impene-trabili dell’oltretomba"
 ogne viltà convien che qui sia morta," Qui sospiri, pianti e alti ge-miti risuonavano per l’aria senza stelle"
 Noi siam venuti al loco ov'i' t'ho detto che tu vedrai le genti dolorose c'hanno perduto il ben de l'intelletto”," Al sentirli, io mi misi a piangere"
" E poi che la sua mano a la mia puose con lieto volto, ond'io mi confortai, mi mise dentro a le segrete cose"," Lingue strane, espressioni or-ribili, parole di dolore, accenti di rabbia, voci alte e basse e suoni di mani che colpiscono facevano un tumulto, che si aggira sempre in quell’aria eterna-mente oscura, come la sabbia è fatta girare vortico-samente dalla bufera"
" Quivi sospiri, pianti e alti guai risonavan per l'aere sanza stelle, per ch'io al cominciar ne lagrimai"," Gli ignavi e gli angeli neutrali Io avevo la testa piena di dubbi, così dissi: «O maestro, che cos’è questo tumulto che io odo? Chi è questa gente, che appare così sopraffatta dal dolore?» Ed egli a me: «A questa miserabile condizione sono condannate le anime spregevoli di coloro che vissero senza infamia e senza lode"
" Diverse lingue, orribili favelle, parole di dolore, accenti d'ira, voci alte e fioche, e suon di man con elle facevano un tumulto, il qual s'aggira sempre in quell'aura sanza tempo tinta, come la rena quando turbo spira"," Sono mescolate a quella cattiva schie-ra degli angeli che non furono ribelli e neppure fe-deli a Dio, ma che rimasero neutrali"
" E io ch'avea d'error la testa cinta, dissi: “Maestro, che è quel ch'i' odo? e che gent' è che par nel duol sì vinta?”"," Li cacciano i cieli, per non esser meno belli, ma non li accoglie l’inferno profondo, perché i dannati si potrebbero gloriare di averli come loro compagni»"
 Ed elli a me: “Questo misero modo tegnon l'anime triste di coloro che visser sanza 'nfamia e sanza lodo," Ed io: «O maestro, che cos’è per loro tanto insopportabile, che li fa lamentare così fortemente?» Mi rispose: «Te lo dirò molto brevemente"
" Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro"," Costoro non possono sperare di morire e la loro vita oscura è tanto spre-gevole, che sono invidiosi di ogni altra condizione"
" Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch'alcuna gloria i rei avrebber d'elli”"," Il mondo non permette che si conservi alcun ricordo di loro; la misericordia e la giustizia divina, il para-diso come l’inferno, li disprezzano e li respingono: non ragioniamo di loro, ma guarda e passa"
" E io: “Maestro, che è tanto greve a lor che lamentar li fa sì forte?”","» Guardando più attentamente, vidi un’insegna che, girando, correva tanto veloce, che sembrava incapa-ce di restar ferma"
 Rispuose: “Dicerolti molto breve," Dietro le veniva una processione così lunga di gente, che non avrei creduto che la morte avesse fatto tante vittime"
" Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che 'nvidïosi son d'ogne altra sorte"," Riconobbi qualcu-no, poi vidi e conobbi l’ombra di colui che fece per viltà il gran rifiuto (=papa Celestino V?)"
 Fama di loro il mondo esser non lassa," Immedia-tamente compresi e fui certo che questa era la schie-ra dei cattivi, che dispiacevano a Dio e anche ai suoi nemici"
" misericordia e giustizia li sdegna: non ragioniam di lor, ma guarda e passa”"," Questi sciagurati, che non furono mai vivi, erano ignudi e continuamente punti da mosconi e da vespe, che erano in quel luogo"
" E io, che riguardai, vidi una 'nsegna che girando correva tanto ratta, che d'ogne posa mi parea indegna"," Esse rigavano il loro volto di sangue, che, mescolato a lacrime, ai loro piedi era raccolto da vermi ripugnanti"
" e dietro le venìa sì lunga tratta di gente, ch'i' non averei creduto che morte tanta n'avesse disfatta"," Verso il fiume Acherónte Guardai oltre costoro e vidi una moltitudine di gente sulla riva di un fiume molto largo, perciò dissi: «O maestro, concèdimi ora di sapere chi sono e qua-le istinto le fa apparire così ansiose di oltrepassare il fiume (=l’Acherónte), come riesco a distinguere in quella luce fioca"
" Poscia ch'io v'ebbi alcun riconosciuto, vidi e conobbi l'ombra di colui che fece per viltade il gran rifiuto",» Ed egli a me: «Le cose ti saranno chiare quando ci fermeremo sul-la riva desolata di questo fiume»
" Incontanente intesi e certo fui che questa era la setta d'i cattivi, a Dio spiacenti e a' nemici sui"," Allora, con gli occhi vergognosi e abbassati, temen-do che la mia domanda gli riuscisse molesta, mi a-stenni dal parlare sino al fiume"
" Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch'eran ivi"," Il demonio Carόnte Ed ecco verso di noi venire su una nave un vecchio con la testa incanutita per l’età avanzata, gridando: «Guai a voi, o anime perverse"
" Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a' lor piedi da fastidiosi vermi era ricolto", Non sperate mai di vedere il cielo
" E poi ch'a riguardar oltre mi diedi, vidi genti a la riva d'un gran fiume"," Io vengo per portarvi sull’altra riva nelle tenebre eterne, al caldo e al gelo"
" per ch'io dissi: “Maestro, or mi concedi ch'i' sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com'i' discerno per lo fioco lume”"," E tu, che sei lì, o anima viva, allontànati da costoro, che son mor-ti"
 Ed elli a me: “Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d'Acheronte”,"» Ma, poiché vide che io non mi allontanavo, disse: «Per un’altra via, per altri porti verrai alla spiaggia (=del purgatorio), non qui, per passare"
" Allor con li occhi vergognosi e bassi, temendo no 'l mio dir li fosse grave, infino al fiume del parlar mi trassi", Una barca più leggera ti dovrà portare
" Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: “Guai a voi, anime prave","» La mia guida a lui: «O Carónte, non ti crucciare, si vuole così là (=in cielo) dove si può ciò che si vuole, e più non do-mandare"
" Non isperate mai veder lo cielo: i' vegno per menarvi a l'altra riva ne le tenebre etterne, in caldo e 'n gelo","» Allora si quietarono le ispide gote al nocchiero della livida palude, che intorno agli occhi aveva ruote di fuoco"
" E tu che se' costì, anima viva, pàrtiti da cotesti che son morti”"," Ma quelle anime, che erano affrante e nude, cambiarono colore e batterono i denti, non appena intesero quelle parole crudeli"
" Ma poi che vide ch'io non mi partiva, disse: “Per altra via, per altri porti verrai a piaggia, non qui, per passare: più lieve legno convien che ti porti”"," Bestemmiavano Dio e i loro genitori, la razza umana, il luogo, il tempo, il seme della loro stirpe e il seme da cui erano nati"
" E 'l duca lui: “Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare”"," Poi, piangendo senza freno, si raccolsero tutte in-sieme sulla riva malvagia, che attende ciascun uomo che non teme Dio"
" Quinci fuor quete le lanose gote al nocchier de la livida palude, che 'ntorno a li occhi avea di fiamme rote"," Il demonio Carónte, facendo loro un cenno con gli occhi di fuoco, le raccoglie tutte, e batte con il remo quelle che indugiano"
" Ma quell'anime, ch'eran lasse e nude, cangiar colore e dibattero i denti, ratto che 'nteser le parole crude"," Come in autunno si staccano le foglie una dopo l’al-tra, finché il ramo vede per terra tutte le sue spoglie, similmente la cattiva discendenza di Adamo si af-fretta a lasciar la riva ad una ad una, seguendo i cenni del nocchiero, come uccelli che rispondono al richiamo"
" Bestemmiavano Dio e lor parenti, l'umana spezie e 'l loco e 'l tempo e 'l seme di lor semenza e di lor nascimenti"," Così se ne va sopra l’onda fangosa e, pri-ma che sia discesa di là, sull’altra riva, di qua una nuova schiera si raduna"
" Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch'attende ciascun uom che Dio non teme"," «O figlio mio» disse il maestro cortese, «coloro che muoion nell’ira di Dio (=in peccato) arrivano tutti qui da ogni paese e sono pronti ad oltrepassare il fiume, perché la giustizia divina li sprona, così che il loro timore si trasforma in desiderio"
" Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie"," Di qui non passa mai un’anima buona; perciò, se Carónte si la-menta di te, puoi ben capire ormai che cosa vogliano dire le sue parole (=non passerai di qui e ti salve-rai)»"
 batte col remo qualunque s'adagia," Il terremoto Finito il discorso, la buia campagna tremò così forte, che il ricordo dello spavento mi bagna ancora di su-dore"
" Come d'autunno si levan le foglie l'una appresso de l'altra, fin che 'l ramo vede a la terra tutte le sue spoglie, similemente il mal seme d'Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo"," La terra intrisa delle lacrime dei dannati spri-gionò vento e balenò una luce rossastra, che mi fece perdere i sensi"
" Così sen vanno su per l'onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s'auna", E caddi come l’uomo che prende sonno
" “Figliuol mio”, disse 'l maestro cortese, “quelli che muoion ne l'ira di Dio tutti convegnon qui d'ogne paese",
