Original,Translate_IT_1
"Già era in loco onde s'udia 'l rimbombo de l'acqua che cadea ne l'altro giro, simile a quel che l'arnie fanno rombo, quando tre ombre insieme si partiro, correndo, d'una torma che passava sotto la pioggia de l'aspro martiro","Ero già in un luogo in cui si sentiva il rimbombo dell’acqua che cadeva nel girone sottostante, simile al ronzio delle api dentro l’arnia, quando tre ombre partirono insieme, correndo, da una schiera che pas-sava sotto la pioggia di fuoco che le tormentava"
" Venian ver' noi, e ciascuna gridava: “Sòstati tu ch'a l'abito ne sembri essere alcun di nostra terra prava”"," Venivano verso di noi e ciascuna gridava: «Férmati, tu, che dall’abito ci sembri un cittadino della nostra malvagia Firenze"
" Ahimè, che piaghe vidi ne' lor membri, ricenti e vecchie, da le fiamme incese","» Ahimè, quali terribili piaghe vidi sui loro corpi, re-centi e antiche, incise dalle fiamme"
 Ancor men duol pur ch'i' me ne rimembri," Ne soffro ancor oggi, quando me le ricordo"
 A le lor grida il mio dottor s'attese," Alle loro grida il mio maestro si fermò e volse il viso a me: «Aspetta» disse, «bisogna essere cortesi verso questi dannati"
" volse 'l viso ver' me, e “Or aspetta”, disse, “a costor si vuole esser cortese"," E, se non ci fosse la pioggia di fuoco che colpisce questo luogo, io direi che la fretta conviene più a te che a loro»"
" E se non fosse il foco che saetta la natura del loco, i' dicerei che meglio stesse a te che a lor la fretta”"," Non appena ci fermammo, essi ripresero a parlare come prima"
" Ricominciar, come noi restammo, ei l'antico verso"," Quando ci raggiunsero, si misero tutti e tre a camminare in cerchio intorno a noi"
" e quando a noi fuor giunti, fenno una rota di sé tutti e trei"," Come so-no soliti fare i lottatori nudi e cosparsi d’olio, che valutano l’avversario e il loro vantaggio, prima di battersi e ferirsi a vicenda, così, pur girando in ton-do, ciascuno di loro volgeva il viso verso di me e muoveva continuamente i piedi al contrario del col-lo"
" Qual sogliono i campion far nudi e unti, avvisando lor presa e lor vantaggio, prima che sien tra lor battuti e punti, così rotando, ciascuno il visaggio drizzava a me, sì che 'n contraro il collo faceva ai piè continüo vïaggio"," Jacopo Rusticucci, Guido Guerra e Teg-ghiaio Aldobrandi «Se la desolazione di questo luogo sabbioso e il no-stro aspetto annerito e riarso fanno disprezzare noi e le nostre preghiere» uno cominciò, «allora la nostra fama spinga il tuo animo a dirci chi sei tu, che così sicuro trascini da vivo i piedi per l’inferno"
" E “Se miseria d'esto loco sollo rende in dispetto noi e nostri prieghi”, cominciò l'uno, “e 'l tinto aspetto e brollo, la fama nostra il tuo animo pieghi a dirne chi tu se', che i vivi piedi così sicuro per lo 'nferno freghi"," Costui, del quale mi vedi calpestare le orme, anche se cam-mina nudo e spellato, fu di condizione più elevata di quanto tu non creda"
" Questi, l'orme di cui pestar mi vedi, tutto che nudo e dipelato vada, fu di grado maggior che tu non credi: nepote fu de la buona Gualdrada", Fu nipote della buona Gualdra-da ed ebbe nome Guido Guerra
" Guido Guerra ebbe nome, e in sua vita fece col senno assai e con la spada", In vita fece grandi imprese con il senno e con la spada
" L'altro, ch'appresso me la rena trita, è Tegghiaio Aldobrandi, la cui voce nel mondo sù dovria esser gradita"," L’altro, che calpesta la sabbia dietro di me, è Tegghiaio Aldo-brandi, il cui ricordo dovrebbe essere gradito su nel mondo"
" E io, che posto son con loro in croce, Iacopo Rusticucci fui, e certo la fiera moglie più ch'altro mi nuoce”"," Ed io, che soffro con loro, fui Jacopo Rusti-cucci"
" S'i' fossi stato dal foco coperto, gittato mi sarei tra lor di sotto, e credo che 'l dottor l'avria sofferto"," Certamente mia moglie, che è una belva sel-vaggia, mi ha nuociuto più di tutto il resto"
" ma perch'io mi sarei brusciato e cotto, vinse paura la mia buona voglia che di loro abbracciar mi facea ghiotto","» Se io fossi stato protetto dal fuoco, mi sarei gettato tra loro nel sabbione e credo che il maestro l’a-vrebbe tollerato"
" Poi cominciai: “Non dispetto, ma doglia la vostra condizion dentro mi fisse, tanta che tardi tutta si dispoglia, tosto che questo mio segnor mi disse parole per le quali i' mi pensai che qual voi siete, tal gente venisse"," Ma, poiché io mi sarei bruciato e cotto, la paura vinse il mio desiderio di abbracciarli"
" Di vostra terra sono, e sempre mai l'ovra di voi e li onorati nomi con affezion ritrassi e ascoltai", Poi cominciai: «La vostra condizione fece sorgere in me non di-sprezzo ma dolore - e lo proverò a lungo
 Lascio lo fele e vo per dolci pomi promessi a me per lo verace duca," -, non ap-pena il mio signore mi disse parole per le quali io pensai che venisse gente nobile come voi siete"
 ma 'nfino al centro pria convien ch'i' tomi”, Io sono della vostra città e ho sempre raccontato e a-scoltato con grande affetto le vostre opere e i vostri nomi onorati
" “Se lungamente l'anima conduca le membra tue”, rispuose quelli ancora, “e se la fama tua dopo te luca, cortesia e valor dì se dimora ne la nostra città sì come suole, o se del tutto se n'è gita fora"," Lascio una vita amara e vado in cerca della salvezza, che la mia guida veritiera mi ha promesso"
" ché Guiglielmo Borsiere, il qual si duole con noi per poco e va là coi compagni, assai ne cruccia con le sue parole”", Ma prima devo scendere fino al centro dell’inferno
" “La gente nuova e i sùbiti guadagni orgoglio e dismisura han generata, Fiorenza, in te, sì che tu già ten piagni”",
 Così gridai con la faccia levata,
" e i tre, che ciò inteser per risposta, guardar l'un l'altro com'al ver si guata","» Cortesia e valore a Firenze son morti «Ti auguro di vivere a lungo» quello allora rispose, «e che la tua fama risplenda dopo di te"
" “Se l'altre volte sì poco ti costa”, rispuoser tutti, “il satisfare altrui, felice te se sì parli a tua posta"," Dimmi se cortesia e valore dimorano ancora nella nostra città, come in passato succedeva, o se l’hanno del tutto abbandonata"
" Però, se campi d'esti luoghi bui e torni a riveder le belle stelle, quando ti gioverà dicere ""I' fui"", fa che di noi a la gente favelle”"," Guglielmo Borsiere, che soffre con noi da poco tempo e cammina là con i suoi compagni, ci cruccia assai con le cattive notizie che porta"
" Indi rupper la rota, e a fuggirsi ali sembiar le gambe loro isnelle","» «La gente nuova, venuta dal contado, e i rapidi gua-dagni hanno generato orgoglio ed eccessi dentro di te, o Firenze, tanto che tu già piangi"
 Un amen non saria possuto dirsi tosto così com'e' fuoro spariti,"» Così gridai con il viso levato e i tre, che intesero le mie parole come risposta, si guardarono l’un l’altro come si guarda a una verità sgradita"
 per ch'al maestro parve di partirsi," «Se, come hai fatto, ti costa così poco» tutti rispose-ro, «soddisfare le domande degli altri, felice te che parli così liberamente"
" Io lo seguiva, e poco eravam iti, che 'l suon de l'acqua n'era sì vicino, che per parlar saremmo a pena uditi"," Perciò, se scampi da questi luoghi oscuri e torni a rivedere le belle stelle, quan-do ti farà piacere dire “Io fui all’inferno”, parla di noi ai vivi"
" Come quel fiume c'ha proprio cammino prima dal Monte Viso 'nver' levante, da la sinistra costa d'Apennino, che si chiama Acquacheta suso, avante che si divalli giù nel basso letto, e a Forlì di quel nome è vacante, rimbomba là sovra San Benedetto de l'Alpe per cadere ad una scesa ove dovea per mille esser recetto",» Quindi interruppero il cerchio intorno a noi e se ne andarono così veloci che le loro gambe snelle sem-bravano ali
" così, giù d'una ripa discoscesa, trovammo risonar quell'acqua tinta, sì che 'n poc'ora avria l'orecchia offesa", Non si sarebbe potuto dire un “amen” così veloce come essi sparirono
" Io avea una corda intorno cinta, e con essa pensai alcuna volta prender la lonza a la pelle dipinta", Perciò al maestro parve opportuno che ce ne andassimo
" Poscia ch'io l'ebbi tutta da me sciolta, sì come 'l duca m'avea comandato, porsila a lui aggroppata e ravvolta", Io lo seguivo
" Ond'ei si volse inver' lo destro lato, e alquanto di lunge da la sponda la gittò giuso in quell'alto burrato"," Eravamo andati un po’ avanti e il suono dell’acqua del Flegetόnte era così vicino che, se parlavamo, ci saremmo appena sentiti"
" 'E' pur convien che novità risponda', dicea fra me medesmo, 'al novo cenno che 'l maestro con l'occhio sì seconda'"," Come quel fiume (che na-sce dal Monte Visi in Romagna e procede verso le-vante, dalla parte sinistra dell’Appennino, che in al-to si chiama Acquacheta, prima di scendere a valle, e a Forlì cambia nome in Montone) rimbomba sopra San Benedetto dell’Alpe per cadere in una sola ca-scata mentre doveva dar luogo a mille cascatelle; così giù per una riva scoscesa trovammo quel fiume rossastro scrosciare tanto forte che in poco tempo avrebbe danneggiato le orecchie"
" Ahi quanto cauti li uomini esser dienno presso a color che non veggion pur l'ovra, ma per entro i pensier miran col senno"," Io avevo intorno ai fianchi una corda e con essa una volta, agli inizi del viaggio, avevo pensato di catturare la lonza dal-la pelle chiazzata"
 El disse a me: “Tosto verrà di sovra ciò ch'io attendo e che il tuo pensier sogna," Me la slegai di dosso, come Vir-gilio mi aveva comandato, e gliela porsi annodata e arrotolata"
 tosto convien ch'al tuo viso si scovra”," Poi egli si voltò alla sua destra e, stando alquanto lontano dall’orlo, la gettò giù in quel pro-fondo burrone"
" Sempre a quel ver c'ha faccia di menzogna de' l'uom chiuder le labbra fin ch'el puote, però che sanza colpa fa vergogna"," «Una qualche reazione deve pur seguire» io dicevo tra me e me, «al nuovo segnale, che il mio maestro segue con occhio attento"
 ma qui tacer nol posso,
" e per le note di questa comedìa, lettor, ti giuro, s'elle non sien di lunga grazia vòte, ch'i' vidi per quell'aere grosso e scuro venir notando una figura in suso, maravigliosa ad ogne cor sicuro, sì come torna colui che va giuso talora a solver l'àncora ch'aggrappa o scoglio o altro che nel mare è chiuso, che 'n sù si stende e da piè si rattrappa",
,"» L’arrivo di Gerione Ahimè, quanto prudenti devono essere gli uomini quando sono presso i saggi, che non vedono soltanto gli atti esteriori, ma con il loro senno vedono anche dentro i pensieri"
