Original,Translate_IT_1
"Non era ancor di là Nesso arrivato, quando noi ci mettemmo per un bosco che da neun sentiero era segnato","Nesso non era ancor arrivato sull’altra riva del Fle-getónte, quando ci avviammo per un bosco, che non era segnato da alcun sentiero"
" Non fronda verde, ma di color fosco"," Non fronde verdi, ma di color fosco; non rami lisci, ma nodosi e contorti; non frutti vi erano, ma spine velenose"
" non rami schietti, ma nodosi e 'nvolti", Non hanno come dimora boscaglie così incolte né così fitte quelle fiere selvagge che in Liguria tra Cécina e Corneto odiano i luoghi coltivati
" non pomi v'eran, ma stecchi con tòsco"," Qui fanno i loro nidi le Arpìe ripugnanti, che cacciarono dalle isole Stròfadi i troiani con un triste annunzio di disgrazie future"
 Non han sì aspri sterpi né sì folti quelle fiere selvagge che 'n odio hanno tra Cecina e Corneto i luoghi cólti," Hanno ali larghe, colli e visi umani, piedi con artigli e il gran ventre ricoperto di penne"
" Quivi le brutte Arpie lor nidi fanno, che cacciar de le Strofade i Troiani con tristo annunzio di futuro danno", Ed emettono versi lamentosi sopra gli alberi contorti
" Ali hanno late, e colli e visi umani, piè con artigli, e pennuto 'l gran ventre"," Il buon maestro: «Prima che ti addentri di più nella selva, sappi che sei nel secondo girone» cominciò a dire, «e vi reste-rai finché verrai nell’orribile distesa di sabbia oltre il bosco"
 fanno lamenti in su li alberi strani," Perciò guarda bene, così vedrai cose che, se io te le dicessi, non le crederesti»"
" E 'l buon maestro “Prima che più entre, sappi che se' nel secondo girone”, mi cominciò a dire, “e sarai mentre che tu verrai ne l'orribil sabbione"," L’incontro con Pier delle Vigne Io sentivo da ogni parte emettere grida lamentose, ma non vedevo alcuno che lo facesse, perciò tutto smarrito mi fermai"
 Però riguarda ben," Io credei ch’egli credesse ch’io credessi che tali voci uscissero, tra quei grossi sterpi, dalla bocca di persone che si nascondevano alla no-stra vista"
 sì vederai cose che torrien fede al mio sermone”," Perciò il maestro disse: «Se spezzi qualche ramoscello di una di queste pian-te, i pensieri che hai saranno tutti recisi e si dimo-streranno falsi»"
 Io sentia d'ogne parte trarre guai e non vedea persona che 'l facesse, Allora protesi un po’ la mano e colsi un ramoscello da un gran pruno
 per ch'io tutto smarrito m'arrestai," Il suo tronco gridò: «Perché mi spezzi?» Dopo che si ricoprì di sangue bruno, ricominciò a dire: «Perché mi laceri? Non hai tu alcun senso di pietà? Fummo uomini ed ora siamo divenuti piante: la tua mano dovrebbe essere ben più pia, anche se fossimo anime di serpi"
" Cred'ïo ch'ei credette ch'io credesse che tante voci uscisser, tra quei bronchi, da gente che per noi si nascondesse","» Come da un tronco verde, che sia arso ad un estremo e che all’altro estremo geme e cigola per il vapore che esce, così dal ramo scheggiato uscivano insieme parole di dolore e sangue"
" Però disse 'l maestro: “Se tu tronchi qualche fraschetta d'una d'este piante, li pensier c'hai si faran tutti monchi”", Perciò io lasciai cadere la punta del ramoscello e rimasi come chi è preso da timore
 Allor porsi la mano un poco avante e colsi un ramicel da un gran pruno," «O anima offesa, se egli avesse potuto creder prima» rispose il mio saggio, «ciò che ha visto soltanto con la mia poesia, non avrebbe disteso la mano verso di te"
 e 'l tronco suo gridò: “Perché mi schiante?”," Ma il fatto incredibile mi spinse a fargli compie-re un’azione, che ora mi rincresce"
" Da che fatto fu poi di sangue bruno, ricominciò a dir: “Perché mi scerpi? non hai tu spirto di pietade alcuno? Uomini fummo, e or siam fatti sterpi: ben dovrebb'esser la tua man più pia, se state fossimo anime di serpi”"," Ora però digli chi tu fosti, così che, per ripagarti in qualche modo, possa rinfrescare la tua fama lassù nel mondo, dove gli è permesso di ritornare"
" Come d'un stizzo verde ch'arso sia da l'un de' capi, che da l'altro geme e cigola per vento che va via, sì de la scheggia rotta usciva insieme parole e sangue","» E il tronco: «Con le tue dolci parole mi lusinghi tanto, che non posso tacere"
" ond'io lasciai la cima cadere, e stetti come l'uom che teme"," E non vi dispiaccia, se io mi trattengo un po’ a discutere con voi"
" “S'elli avesse potuto creder prima”, rispuose 'l savio mio, “anima lesa, ciò c'ha veduto pur con la mia rima, non averebbe in te la man distesa"," Io son colui che tenne ambedue le chiavi del cuor di Federico II di Svevia e che, chiudendo ed aprendo, le adoperai così dol-cemente, che quasi ogni uomo allontanai dai suoi segreti"
 ma la cosa incredibile mi fece indurlo ad ovra ch'a me stesso pesa," Fui fedele al mio glorioso incarico, tanto che perdetti il sonno e la salute"
