Original,Translate_IT_1
"La molta gente e le diverse piaghe avean le luci mie sì inebrïate, che de lo stare a piangere eran vaghe",La gente numerosa e le orribili piaghe avevano riempito di lacrime i miei occhi al punto che deside-ravo piangere
 Ma Virgilio mi disse: “Che pur guate? perché la vista tua pur si soffolge là giù tra l'ombre triste smozzicate? Tu non hai fatto sì a l'altre bolge," Ma Virgilio mi disse: «Che cosa guardi? Perché il tuo sguardo si sofferma laggiù, fra le anime tagliate a pezzi dei malvagi? Tu non hai fatto così nelle altre bolge"
" pensa, se tu annoverar le credi, che miglia ventidue la valle volge"," Pensa, se tu le volessi contare ad una ad una, che la bolgia ha la circonferenza di ventidue miglia"
 E già la luna è sotto i nostri piedi," E già la Luna è sotto i nostri piedi agli antipodi di Gerusalemme: il tempo che ci è concesso è poco e qui all’inferno ci sono da vedere molte altre cose, che tu non hai an-cora visto»"
" lo tempo è poco omai che n'è concesso, e altro è da veder che tu non vedi”"," «Se tu avessi saputo il motivo per cui guardavo» io risposi subito, «forse mi avresti permesso di tratte-nermi ancora…» Intanto la mia guida se ne andava ed io gli andavo dietro, ma continuavo a rispondere e ad aggiungere: «Dentro quella fossa dove or ora tenevo gli occhi fissi, credo che uno spirito del mio sangue pianga la colpa che laggiù si sconta a un prezzo così alto»"
" “Se tu avessi”, rispuos'io appresso, “atteso a la cagion per ch'io guardava, forse m'avresti ancor lo star dimesso”", Allora il maestro disse: «D’ora in avanti non romperti la testa su di lui
" Parte sen giva, e io retro li andava, lo duca, già faccendo la risposta, e soggiugnendo: “Dentro a quella cava dov'io tenea or li occhi sì a posta, credo ch'un spirto del mio sangue pianga la colpa che là giù cotanto costa”"," Pen-sa ad altro, e quello rimanga là"
 Allor disse 'l maestro: “Non si franga lo tuo pensier da qui innanzi sovr'ello," Io lo vidi, ai piedi del ponticello, che ti indicava agli altri con il dito e ti minacciava, e sentii che lo chiamavano Geri del Bello"
" Attendi ad altro, ed ei là si rimanga"," Allora tu eri a tal punto assorto ad ascoltare il signore del castello di Hautefort (=Bertram de Born), che non guardasti verso di lui finché Geri non se ne fu andato»"
" ch'io vidi lui a piè del ponticello mostrarti e minacciar forte col dito, e udi' 'l nominar Geri del Bello"," «O maestro mio» io dissi, «la sua morte violenta, che non è stata ancora vendicata da qualche parente che sia coinvolto nell’offesa, lo riempì di sdegno"
" Tu eri allor sì del tutto impedito sovra colui che già tenne Altaforte, che non guardasti in là, sì fu partito”"," Perciò se n’è andato senza parlarmi, come io riten-go"
" “O duca mio, la vïolenta morte che non li è vendicata ancor”, diss'io, “per alcun che de l'onta sia consorte, fece lui disdegnoso", E questo mi ha reso più pietoso verso di lui»
" ond'el sen gio sanza parlarmi, sì com'ïo estimo: e in ciò m'ha el fatto a sé più pio”"," La decima bolgia Parlammo così fino alla parte iniziale del ponte da cui si vedrebbe l’altra bolgia fino in fondo, se vi fos-se più luce"
" Così parlammo infino al loco primo che de lo scoglio l'altra valle mostra, se più lume vi fosse, tutto ad imo"," Quando noi giungemmo sopra l’ultima fossa di Malebolge, i dannati potevano apparire alla nostra vista"
" Quando noi fummo sor l'ultima chiostra di Malebolge, sì che i suoi conversi potean parere a la veduta nostra, lamenti saettaron me diversi, che di pietà ferrati avean li strali"," I loro lamenti di dolore mi colpirono l’udito con tale intensità e tanta angoscia, che mi indussero a provare pietà"
 ond'io li orecchi con le man copersi, Perciò io mi coprii le o-recchie con le mani
" Qual dolor fora, se de li spedali di Valdichiana tra 'l luglio e 'l settembre e di Maremma e di Sardigna i mali fossero in una fossa tutti 'nsembre, tal era quivi, e tal puzzo n'usciva qual suol venir de le marcite membre"," Se dagli ospedali della Valdi-chiana, di Maremma e di Sardegna tra luglio e set-tembre i malati fossero riuniti tutti insieme in un’unica fossa, il dolore così sommato sarebbe ugua-le a quello che qui si soffriva"
" Noi discendemmo in su l'ultima riva del lungo scoglio, pur da man sinistra", E il puzzo che ne u-sciva era simile a quello che di solito proviene dalle membra in putrefazione
" e allor fu la mia vista più viva giù ver' lo fondo, là 've la ministra de l'alto Sire infallibil giustizia punisce i falsador che qui registra"," Falsari di metalli Noi discendemmo sull’ultimo argine del lungo pon-te, procedendo sempre a sinistra"
" Non credo ch'a veder maggior tristizia fosse in Egina il popol tutto infermo, quando fu l'aere sì pien di malizia, che li animali, infino al picciol vermo, cascaron tutti, e poi le genti antiche, secondo che i poeti hanno per fermo, si ristorar di seme di formiche"," Allora vidi più chiaramente sul fondo della bolgia, dove l’infallibile giustizia, ministra di Dio, punisce i fal-sari di cui qui prende nota"
 ch'era a veder per quella oscura valle languir li spirti per diverse biche," Non credo che a Ègina, in Grecia, rattristasse di più la vista del popolo am-malato, quando l’aria fu a tal punto ammorbata dalla pestilenza che morirono tutti gli esseri viventi, fino al più piccolo verme"
" Qual sovra 'l ventre e qual sovra le spalle l'un de l'altro giacea, e qual carpone si trasmutava per lo tristo calle"," Poi però le genti antiche, co-me i poeti danno per certo, rinacquero dalla stirpe delle formiche"
" Passo passo andavam sanza sermone, guardando e ascoltando li ammalati, che non potean levar le lor persone"," Dicevo, rattristasse di più che la vista in quella valle oscura degli spiriti che langui-vano in diversi mucchi"
" Io vidi due sedere a sé poggiati, com'a scaldar si poggia tegghia a tegghia, dal capo al piè di schianze macolati"," C’era chi giaceva sul ventre, chi sulle spalle uno dell’altro, chi avanzava carponi in quel luogo malvagio"
" e non vidi già mai menare stregghia a ragazzo aspettato dal segnorso, né a colui che mal volontier vegghia, come ciascun menava spesso il morso de l'unghie sopra sé per la gran rabbia del pizzicor, che non ha più soccorso"," Noi andavamo a passi lenti senza parlare, guardando e ascoltando gli ammalati che non potevano alzarsi"
" e sì traevan giù l'unghie la scabbia, come coltel di scardova le scaglie o d'altro pesce che più larghe l'abbia"," Grifolino d’Arezzo racconta la sua storia Io ne vidi due che sedevano appoggiati l’uno all’al-tro, come si mettono due tegami sul fuoco, coperti di croste dal capo ai piedi"
" “O tu che con le dita ti dismaglie”, cominciò 'l duca mio a l'un di loro, “e che fai d'esse talvolta tanaglie, dinne s'alcun Latino è tra costoro che son quinc'entro, se l'unghia ti basti etternalmente a cotesto lavoro”"," Non vidi mai un garzone atteso dal suo signore né uno stalliere che veglia malvolentieri, usare la striglia come ciascuno di loro usava spesso la lama delle unghie su di sé per il rab-bioso prurito, che non aveva altro sollievo"
" “Latin siam noi, che tu vedi sì guasti qui ambedue”, rispuose l'un piangendo", Si to-glievano la scabbia con le unghie come un coltello toglie le squame della scardola o di un altro pesce che le abbia più larghe
 “ma tu chi se' che di noi dimandasti?”," «O tu che ti scrosti con le dita e le usi talvolta come tenaglie» il mio maestro iniziò a dire a uno di loro, «dicci se tra costoro che son qui dentro c’è qualche italiano, e ti auguro che le unghie possano bastarti in eterno per questo lavoro"
" E 'l duca disse: “I' son un che discendo con questo vivo giù di balzo in balzo, e di mostrar lo 'nferno a lui intendo”","» «Noi, che tu vedi così deturpati, siamo entrambi ita-liani» uno dei due rispose piangendo"
 Allor si ruppe lo comun rincalzo," «Ma chi sei tu, che domandi di noi?» E il maestro rispose: «Io sono un’ombra che discende con questo vivo di cerchio in cerchio e ho il compito di mostrargli l’inferno»"
