Original,Translate_IT_1
"Così di ponte in ponte, altro parlando che la mia comedìa cantar non cura, venimmo","Così di ponte in ponte, parlando di molte altre cose che la mia opera non cura di cantare, scendemmo nella quinta bolgia"
" e tenavamo 'l colmo, quando restammo per veder l'altra fessura di Malebolge e li altri pianti vani"," Eravamo sul culmine del ponte, quando ci fermammo per vedere la bolgia sottostan-te di Malebolge e udire i nuovi e inutili pianti"
 e vidila mirabilmente oscura, La vidi mirabilmente oscura
" Quale ne l'arzanà de' Viniziani bolle l'inverno la tenace pece a rimpalmare i legni lor non sani, ché navicar non ponno  in quella vece chi fa suo legno novo e chi ristoppa le coste a quel che più vïaggi fece"," Come d’inverno nell’arsenale di Venezia si fa bollire la pece tenace per riparare le imbarcazioni danneggiate, che non possono navigare (invece di navigare c’è chi costrui-sce una nuova barca e chi ristoppa i fianchi a quella che fece più viaggi; chi rafforza la prua e chi la poppa; altri fa remi e altri prepara le corde; chi rat-toppa la vela più piccola e quella più grande); allo stesso modo, non a causa del fuoco, ma a causa dell’arte divina, ribolliva laggiù una pece spessa, che rendeva appiccicosa la riva da ogni parte"
 chi ribatte da proda e chi da poppa," Io vedevo la pece, ma non vedevo in essa nient’altro che le bolle che il calore sollevava, vedevo che si gonfiava tutta e poi cadeva giù di nuovo compatta"
 altri fa remi e altri volge sarte," Uno degli anziani di Santa Zita Mentre io guardavo laggiù con gli occhi fissi, la mia guida, dicendo “Stai attento, stai attento"
" chi terzeruolo e artimon rintoppa : tal, non per foco ma per divin'arte, bollia là giuso una pegola spessa, che 'nviscava la ripa d'ogne parte","”, mi trasse a sé dal luogo in cui mi trovavo"
" I' vedea lei, ma non vedëa in essa mai che le bolle che 'l bollor levava, e gonfiar tutta, e riseder compressa"," Allora mi volsi in-dietro come l’uomo che indugia a vedere quel che gli conviene fuggire e a cui l’improvvisa paura to-glie le forze, e che, pur guardando, non rimanda la partenza"
" Mentr'io là giù fisamente mirava, lo duca mio, dicendo “Guarda, guarda", E vidi dietro a noi un diavolo nero venire di corsa su per il ponte
"”, mi trasse a sé del loco dov'io stava"," Ahi, quanto era feroce nell’aspetto e quanto mi pareva crudele nell’atteg-giamento, con le ali aperte e leggero sopra i piedi"
" Allor mi volsi come l'uom cui tarda di veder quel che li convien fuggire e cui paura sùbita sgagliarda, che, per veder, non indugia 'l partire: e vidi dietro a noi un diavol nero correndo su per lo scoglio venire"," Un peccatore con ambedue le anche gravava sul suo omero, che era arcuato e superbo, ed egli lo teneva ghermito per i garretti dei piedi"
 Ahi quant'elli era ne l'aspetto fero," Dal nostro ponte disse: «O Malebranche, ecco uno degli anziani di Santa Zita"
" e quanto mi parea ne l'atto acerbo, con l'ali aperte e sovra i piè leggero"," Mettetelo sotto la pece, che io torno di nuovo in quella terra di Lucca, che ne è ben fornita: lì ogni uomo è barattiere, fuorché Bonturo (=il demonio è sarcastico verso il dannato)"
" L'omero suo, ch'era aguto e superbo, carcava un peccator con ambo l'anche, e quei tenea de' piè ghermito 'l nerbo", Lì per i denari il no di-venta sì»
" Del nostro ponte disse: “O Malebranche, ecco un de li anzïan di Santa Zita"," Lo buttò giù nel fondo, poi ritornò indietro per il ponte fatto di roccia: non ci fu mai un mastino sciol-to dalla catena che avesse tanta fretta ad inseguire un ladro"
" Mettetel sotto, ch'i' torno per anche a quella terra, che n'è ben fornita: ogn'uom v'è barattier, fuor che Bonturo"," Quello cadde a tuffo, poi ritornò su, tutto imbrattato"
" del no, per li denar, vi si fa ”"," Ma i demoni, che erano sotto l’arco del ponte, gridarono: «Qui non si mostra il Santo Volto: qui si nuota in modo ben diverso che nel fiume Serchio"
" Là giù 'l buttò, e per lo scoglio duro si volse"," Perciò, se non vuoi provare i nostri uncini, non stare a galla sopra la pece"
 e mai non fu mastino sciolto con tanta fretta a seguitar lo furo,"» Poi lo addentarono con più di cento raffi, e dissero: «Qui tu balli al coperto sotto la pece; così, se ti rie-sce, arraffi di nascosto"
" Quel s'attuffò, e tornò sù convolto","» Non diversamente dal demonio i cuochi ai loro aiu-tanti fanno immergere in mezzo alla caldaia la carne con gli uncini, per evitare che galleggi"
" ma i demon che del ponte avean coperchio, gridar: “Qui non ha loco il Santo Volto"," Virgilio e i diavoli di Malebranche Il buon maestro: «È meglio che tu nasconda la tua presenza» mi dis-se, «perciò acquàttati giù dietro una roccia, che ti faccia da schermo"
 qui si nuota altrimenti che nel Serchio," E non temere, per nessuna offesa che mi sia fatta"
" Però, se tu non vuo' di nostri graffi, non far sopra la pegola soverchio”"," So già come comportarmi, perché anche in un’altra occasione ebbi uno scontro con lo-ro»"
" Poi l'addentar con più di cento raffi, disser: “Coverto convien che qui balli, sì che, se puoi, nascosamente accaffi”"," Poi passò dall’altro capo del ponte; e, come giunse sulla riva della sesta bolgia, si fece forza per assu-mere un aspetto sicuro di sé"
" Non altrimenti i cuoci a' lor vassalli fanno attuffare in mezzo la caldaia la carne con li uncin, perché non galli"," Con quel furore e con quella tempesta di latrati con cui i cani si precipita-no addosso al poverello che sùbito chiede l’elemosina lì dove si è fermato, i diavoli uscirono sotto il ponticello, e volsero contro di lui tutti gli uncini"
" Lo buon maestro “Acciò che non si paia che tu ci sia”, mi disse, “giù t'acquatta dopo uno scheggio, ch'alcun schermo t'aia", Ma egli gridò: «Nessuno di voi tradisca la parola data
" e per nulla offension che mi sia fatta, non temer tu, ch'i' ho le cose conte, perch'altra volta fui a tal baratta”"," Prima che il vostro uncino mi pigli, venga avanti uno di voi per ascoltarmi"
 Poscia passò di là dal co del ponte, Poi decidete se uncinarmi
" e com'el giunse in su la ripa sesta, mestier li fu d'aver sicura fronte",» Tutti gridarono: «Vada Malacoda
" Con quel furore e con quella tempesta ch'escono i cani a dosso al poverello che di sùbito chiede ove s'arresta, usciron quei di sotto al ponticello, e volser contra lui tutt'i runcigli","» Allora uno di loro si mosse, mentre gli altri stettero fermi, e venne da lui dicendo: «Che ci guadagna costui a parlare?» «Credi tu, o Malacoda, di essere venuto a vedermi qui» disse il mio maestro, «dove sono al sicuro da tutti i vostri ostacoli, senza il volere divino e le cir-costanze favorevoli? Làsciaci andare, perché in cie-lo si vuole che io mostri ad altri questo cammino selvaggio…» A queste parole Malacoda perse l’atteggiamento baldanzoso, tanto che lasciò cadere l’uncino per ter-ra, e disse agli altri: «Non colpitelo"
 ma el gridò: “Nessun di voi sia fello,"» E la mia guida a me: «Tu, che te ne stai quatto quatto tra le rocce scheg-giate del ponte, avvicìnati ora a me senza alcun ti-more"
" Innanzi che l'uncin vostro mi pigli, traggasi avante l'un di voi che m'oda, e poi d'arruncigliarmi si consigli”",» Perciò io mi mossi e sùbito lo raggiunsi
 Tutti gridaron: “Vada Malacoda," I diavoli però si fecero tutti avanti, tanto che io temetti che non mantenessero il patto"
”," Così io vidi una volta pieni di paura i soldati che dopo la resa uscivano dal castello di Caprona, vedendosi circondati da tanti nemici"
 per ch'un si mosse  e li altri stetter fermi  e venne a lui dicendo: “Che li approda?”," Io mi accostai con tutta la persona al fianco della mia guida, e non distoglievo gli occhi dal loro viso che non prometteva niente di buono"
" “Credi tu, Malacoda, qui vedermi esser venuto”, disse 'l mio maestro, “sicuro già da tutti vostri schermi, sanza voler divino e fato destro? Lascian' andar, ché nel cielo è voluto ch'i' mostri altrui questo cammin silvestro”"," Essi chi-navano gli uncini, mentre si dicevano l’uno all’altro: «Vuoi che lo tocchi sul groppone?» E rispondevano: «Sì, fàglielo assaggiare"
" Allor li fu l'orgoglio sì caduto, ch'e' si lasciò cascar l'uncino a' piedi, e disse a li altri: “Omai non sia feruto”","» Ma quel demonio, che teneva discorso con la mia guida, si volse in tutta fretta, e disse: «Sta’ fermo, sta’ fermo, Scarmiglione"
" E 'l duca mio a me: “O tu che siedi tra li scheggion del ponte quatto quatto, sicuramente omai a me ti riedi”","» Malacoda indica la strada Poi disse a noi: «Non si può andare più oltre per questo ponte, per-ché giace tutto spezzato in fondo alla sesta bolgia"
 Per ch'io mi mossi e a lui venni ratto," Se volete ugualmente proseguire, andate su per que-sta parete rocciosa"
" e i diavoli si fecer tutti avanti, sì ch'io temetti ch'ei tenesser patto", Non lontano è un altro scoglio che fa da strada
" così vid'ïo già temer li fanti ch'uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti"," Ieri, cinque ore più tardi di quest’ora, son passati 1"
" I' m'accostai con tutta la persona lungo 'l mio duca, e non torceva li occhi da la sembianza lor ch'era non buona",266 anni da quando qui la via fu interrotta
" Ei chinavan li raffi e “Vuo' che 'l tocchi”, diceva l'un con l'altro, “in sul groppone?”", Io sto mandando verso quel luogo 5 1 alcuni dei miei compagni per controllare se qualcu-no affiora dalla pece
" E rispondien: “Sì, fa che gliel'accocchi”"," Andate con loro, che non si comporteranno male»"
" Ma quel demonio che tenea sermone col duca mio, si volse tutto presto e disse: “Posa, posa, Scarmiglione"," Barbariccia organizza la spedizione «Venite avanti, Alichino, e Calcabrina» cominciò a dire, «e tu, Cagnazzo"
”, Barbariccia guida il gruppo
" Poi disse a noi: “Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l'arco sesto"," Venga pure Libicocco e Draghignazzo, Ciriatto zan-nalesta, Graffiacane, Farfarello e Rubicante il paz-zo"
" E se l'andare avante pur vi piace, andatevene su per questa grotta", Cercate intorno alle panie bollenti
 presso è un altro scoglio che via face," Non impor-tunate costoro fino all’altro ponte, che collega tutto intero le due bolge»"
" Ier, più oltre cinqu'ore che quest'otta, mille dugento con sessanta sei anni compié che qui la via fu rotta"," «Ohimè, o maestro, che è quel che vedo?» dissi"
 Io mando verso là di questi miei a riguardar s'alcun se ne sciorina," «Deh, andiamocene da soli senza la scorta, se tu co-nosci la strada, perché io da me non la voglio"
" gite con lor, che non saranno rei”"," Se sei così accorto come sei di solito, non vedi che digri-gnano i denti e che con le ciglia minacciano dolo-ri?» Ed egli a me: «Non voglio che tu abbia paura: làsciali pure digri-gnare a loro piacimento"
" “Tra'ti avante, Alichino, e Calcabrina”, cominciò elli a dire, “e tu, Cagnazzo"," Lo fanno per intimorire i dannati messi a lessare nella pece…» Svoltammo per l’argine sinistro; ma prima ciascun diavolo aveva stretto la lingua con i denti, verso il loro comandante, per cenno che erano pronti alla partenza"
 e Barbariccia guidi la decina, Ed egli aveva del culo fatto trombetta
" Libicocco vegn'oltre e Draghignazzo, Cirïatto sannuto e Graffiacane e Farfarello e Rubicante pazzo",
