Original,Translate_IT_1
"Una medesma lingua pria mi morse, sì che mi tinse l'una e l'altra guancia, e poi la medicina mi riporse","La stessa voce di Virgilio prima mi rimproverò, fa-cendomi arrossire entrambe le gote, poi mi porse la medicina e mi consolò"
 così od'io che solea far la lancia d'Achille e del suo padre esser cagione prima di trista e poi di buona mancia," Così io ho udito che facesse la lancia di Achille e di suo padre Peleo, che prima feriva, poi guariva"
" Noi demmo il dosso al misero vallone su per la ripa che 'l cinge dintorno, attraversando sanza alcun sermone"," Noi voltammo le spalle alla miserabile fossa di Ma-lebolge, lungo l’argine roccioso che la circonda, e la attraversammo senza parlare"
" Quiv'era men che notte e men che giorno, sì che 'l viso m'andava innanzi poco"," Qui era meno buio che di notte e meno chiaro che di giorno (=vi era una luce crepuscolare), così potevo spingere lo sguardo un po’ più avanti"
" ma io senti' sonare un alto corno, tanto ch'avrebbe ogne tuon fatto fioco, che, contra sé la sua via seguitando, dirizzò li occhi miei tutti ad un loco"," Il suono del corno All’improvviso io sentii risuonare un grosso corno, così forte che avrebbe reso fioco qualsiasi tuono e che, mentre continuavo la strada nel verso opposto, attirò tutti i miei occhi verso un luogo preciso"
" Dopo la dolorosa rotta, quando Carlo Magno perdé la santa gesta, non sonò sì terribilmente Orlando"," Nella dolorosa sconfitta a Roncisvalle, dove Carlo Magno perse la sua retroguardia, Orlando non suonò il suo corno in modo così terribile"
" Poco portäi in là volta la testa, che me parve veder molte alte torri"," Poco più in là voltai la testa, tanto che mi parve di vedere molte torri di grande altezza"
" ond'io: “Maestro, dì, che terra è questa?”"," Perciò io: «O maestro, dimmi, che terra è questa?» Ed egli a me: «Tu fissi gli occhi nelle tenebre troppo da lontano, perciò ti immagini cose che ti confondono"
" Ed elli a me: “Però che tu trascorri per le tenebre troppo da la lungi, avvien che poi nel maginare abborri"," Tu ve-drai bene, se tu arrivi fin là, quanto i sensi si ingan-nino per la lontananza"
" Tu vedrai ben, se tu là ti congiungi, quanto 'l senso s'inganna di lontano", Perciò affrettati ad arriva-re
 però alquanto più te stesso pungi”,"» Il pozzo dei giganti Poi mi prese per mano con dolcezza, dicendo: «Prima che noi ci spingiamo più avanti e affinché la cosa ti appaia meno strana, sappi che non sono torri, ma giganti e che sono conficcati tutti quanti nel pozzo, intorno alla parete rocciosa, dall’ombelico in giù»"
" Poi caramente mi prese per mano e disse: “Pria che noi siam più avanti, acciò che 'l fatto men ti paia strano, sappi che non son torri, ma giganti, e son nel pozzo intorno da la ripa da l'umbilico in giuso tutti quanti”"," Come quando la nebbia si dirada e lo sguardo a po-co a poco distingue chiaramente ciò che cela il va-pore che riempie l’aria, così, forando con lo sguardo l’aria spessa e oscura, mentre ci avvicinavamo alla parete del pozzo, svaniva in me l’errore e cresceva la paura, perché, come il paese toscano di Monterig-gioni si corona di torri sulla cerchia rotonda delle mura, così sull’argine, che circonda il pozzo, torreg-giavano con mezza persona gli orribili giganti, che Giove minaccia ancora dal cielo quando lancia i fulmini e fa tuonare"
" Come quando la nebbia si dissipa, lo sguardo a poco a poco raffigura ciò che cela 'l vapor che l'aere stipa, così forando l'aura grossa e scura, più e più appressando ver' la sponda, fuggiemi errore e cresciemi paura"," Nembròd e la torre di Babele Io scorgevo già la faccia di uno di loro, le spalle, il petto, gran parte del ventre ed entrambe le braccia lungo i fianchi"
" però che, come su la cerchia tonda Montereggion di torri si corona, così la proda che 'l pozzo circonda torreggiavan di mezza la persona li orribili giganti, cui minaccia Giove del cielo ancora quando tuona"," Certamente la Natura prese una de-cisione giusta, quando smise di generare esseri vi-venti simili, per togliere a Marte tali combattenti"
" E io scorgeva già d'alcun la faccia, le spalle e 'l petto e del ventre gran parte, e per le coste giù ambo le braccia"," E, se essa non si pente di generare balene ed elefanti, chi guarda in profondità la giudica più giusta e più ragionevole, poiché, dove la razionalità si unisce al-la volontà malvagia e alla potenza fisica, la gente non può opporre alcuna difesa"
" Natura certo, quando lasciò l'arte di sì fatti animali, assai fé bene per tòrre tali essecutori a Marte"," La sua faccia mi appariva lunga e grossa come la pi-gna in bronzo che si trova in san Pietro a Roma, e in proporzione erano le altre membra"
" E s'ella d'elefanti e di balene non si pente, chi guarda sottilmente, più giusta e più discreta la ne tene"," Così la roccia, che lo nascondeva dalla cintola in giù, mostrava tan-to del suo corpo dalla cintola in su, che tre Frisoni, uno sull’altro, a fatica si sarebbero potuti vantare di raggiungere i suoi capelli, perché io vedevo almeno trenta grandi palmi (=m 7 circa) dai capelli alla spalla, dove l’uomo affibbia il mantello"
" ché dove l'argomento de la mente s'aggiugne al mal volere e a la possa, nessun riparo vi può far la gente"," «Raphél maì amèche zabì almi» cominciò a gridare la sua bocca selvaggia, che non riusciva a pronun-ciare parole più dolci"
" La faccia sua mi parea lunga e grossa come la pina di San Pietro a Roma, e a sua proporzione eran l'altre ossa"," E la mia guida a lui: «O anima sciocca, accontèntati del corno e sfogati con quello quando sei preso dall’ira o da un’altra passione"
" sì che la ripa, ch'era perizoma dal mezzo in giù, ne mostrava ben tanto di sovra, che di giugnere a la chioma tre Frison s'averien dato mal vanto"," Cerca intorno al tuo collo e troverai la cor-reggia che lo tiene legato, o anima confusa"
 però ch'i' ne vedea trenta gran palmi dal loco in giù dov'omo affibbia 'l manto, Essa ti attraversa il tuo enorme petto
" “ ”, cominciò a gridar la fiera bocca, cui non si convenia più dolci salmi",» Poi disse a me: «Costui è Nembròd e indica direttamente la sua col-pa pronunciando quelle parole insensate
" E 'l duca mio ver' lui: “Anima sciocca, tienti col corno, e con quel ti disfoga quand'ira o altra passïon ti tocca"," A causa della sua malvagia intenzione di costruire la torre di Babele, nel mondo non si usa più un solo linguaggio"
