Filename,Original,Translate
trad_divina_commedia_purgatorio_4_1.csv,Per correr miglior acque alza le vele,Lo schizzo del mio genio ora tende il velo
trad_divina_commedia_purgatorio_4_1.csv,"omai la navicella del mio ingegno,","e si appresta a correre su onde più belle,"
trad_divina_commedia_purgatorio_4_1.csv,che lascia dietro a sé mar sì crudele;,Lasciando dietro di sé questo mare troppo crudele.
trad_divina_commedia_purgatorio_4_1.csv,e canterò di quel secondo regno,"Sono pronto a cantare il secondo regno,"
trad_divina_commedia_purgatorio_4_1.csv,dove l'umano spirito si purga,dove lo spirito degli esseri umani viene a purificarsi
trad_divina_commedia_purgatorio_4_1.csv,e di salire al ciel diventa degno.,e così si rende degno di salire fino al Cielo.
trad_divina_commedia_purgatorio_4_1.csv,"Ma qui la morta poesì resurga,","Fate risorgere qui, celesti muse,"
trad_divina_commedia_purgatorio_4_1.csv,"o sante Muse, poi che vostro sono;","perché io sono vostro, la morte poesia;"
trad_divina_commedia_purgatorio_4_1.csv,"e qui Calïopè alquanto surga,",e che Calliope infiammi ancora di più la voce
trad_divina_commedia_purgatorio_4_1.csv,seguitando il mio canto con quel suono,e vieni ad accompagnare il mio canto con questi dolci suoni
trad_divina_commedia_purgatorio_4_1.csv,di cui le Piche misere sentiro,il cui effetto fu sentito dalle dolenti Pies
trad_divina_commedia_purgatorio_4_1.csv,"lo colpo tal, che disperar perdono.",quando gli tolse ogni speranza di perdono.
trad_divina_commedia_purgatorio_4_1.csv,"Dolce color d'orïental zaffiro,",Il piacevole colore dello zaffiro d'Oriente
trad_divina_commedia_purgatorio_4_1.csv,che s'accoglieva nel sereno aspetto,"che bagnava con l’azzurro la serena purezza,"
trad_divina_commedia_purgatorio_4_1.csv,"del mezzo, puro infino al primo giro,","limpido fino ai bordi del lontano orizzonte,"
trad_divina_commedia_purgatorio_4_1.csv,"a li occhi miei ricominciò diletto,","si offrì un’altra volta ai miei sguardi incantati,"
trad_divina_commedia_purgatorio_4_1.csv,tosto ch'io usci' fuor de l'aura morta,Non appena uscii dall'atmosfera morta
trad_divina_commedia_purgatorio_4_1.csv,che m'avea contristati li occhi e 'l petto.,che dipingeva allo stesso tempo i miei occhi e il mio cuore.
trad_divina_commedia_purgatorio_4_1.csv,Lo bel pianeto che d'amar conforta,E l’astro sorridente che ci parla d’amore
trad_divina_commedia_purgatorio_4_1.csv,"faceva tutto rider l'orïente,",Già brillava il bordo dell’Oriente.
trad_divina_commedia_purgatorio_4_1.csv,velando i Pesci ch'erano in sua scorta.,e impallidire i Pesci che formano la sua scorta.
trad_divina_commedia_purgatorio_4_1.csv,"I' mi volsi a man destra, e puosi mente","E io avevo rivolto lo sguardo verso destra,"
trad_divina_commedia_purgatorio_4_1.csv,"a l'altro polo, e vidi quattro stelle","per vedere meglio l’altro polo, dove brillavano quattro stelle"
trad_divina_commedia_purgatorio_4_1.csv,non viste mai fuor ch'a la prima gente.,che i primi esseri umani hanno potuto contemplare da soli.
trad_divina_commedia_purgatorio_4_1.csv,Goder pareva 'l ciel di lor fiammelle:,Il cielo sembrava più felice e più allegro.
trad_divina_commedia_purgatorio_4_1.csv,"oh settentrïonal vedovo sito,","come il nostro Nord è vedovo di ogni gioia,"
trad_divina_commedia_purgatorio_4_1.csv,poi che privato se' di mirar quelle!,Lui che non ha il diritto di ammirare il loro splendore!
trad_divina_commedia_purgatorio_4_1.csv,"Com'io da loro sguardo fui partito,","Poi, avendo staccato lo sguardo da questo punto di vista,"
trad_divina_commedia_purgatorio_4_1.csv,"un poco me volgendo a l'altro polo,","ed essendomi voltato verso il nostro polo,"
trad_divina_commedia_purgatorio_4_1.csv,"là onde 'l Carro già era sparito,","dove non si vedevano più le stelle dell’Orsa,"
trad_divina_commedia_purgatorio_4_1.csv,"vidi presso di me un veglio solo,",Io vivo accanto a me un vecchio solitario.
trad_divina_commedia_purgatorio_4_1.csv,"degno di tanta reverenza in vista,","di cui l’aria e il mantenimento ispiravano il rispetto,"
trad_divina_commedia_purgatorio_4_1.csv,che più non dee a padre alcun figliuolo.,come quello che un figlio deve a suo padre.
trad_divina_commedia_purgatorio_4_1.csv,Lunga la barba e di pel bianco mista,"La sua lunga barba era di peli bianchi punteggiati,"
trad_divina_commedia_purgatorio_4_1.csv,"portava, a' suoi capelli simigliante,",di un colore simile a quello delle due trecce
trad_divina_commedia_purgatorio_4_1.csv,de' quai cadeva al petto doppia lista.,che formavano i suoi capelli che cadevano sul suo petto.
trad_divina_commedia_purgatorio_4_1.csv,Li raggi de le quattro luci sante,Il quadruplo raggio delle stelle sacre
trad_divina_commedia_purgatorio_4_1.csv,"fregiavan sì la sua faccia di lume,","metteva sul suo viso una tale chiarezza,"
trad_divina_commedia_purgatorio_4_1.csv,ch'i' 'l vedea come 'l sol fosse davante.,Mi sembrava di vederlo meglio che con il sole.
trad_divina_commedia_purgatorio_4_1.csv,“Chi siete voi che contro al cieco fiume,“Da dove vieni? Si mise nei flutti della sua barba;
trad_divina_commedia_purgatorio_4_1.csv,"fuggita avete la pregione etterna?”,","come siete fuggiti dalla prigione eterna,"
trad_divina_commedia_purgatorio_4_1.csv,"diss'el, movendo quelle oneste piume.",per venire a risalire il fiume delle tenebre?
trad_divina_commedia_purgatorio_4_1.csv,"“Chi v'ha guidati, o che vi fu lucerna,","E chi vi guidava? Chi fu la vostra lanterna,"
trad_divina_commedia_purgatorio_4_1.csv,uscendo fuor de la profonda notte,per farvi uscire dalla notte profonda
trad_divina_commedia_purgatorio_4_1.csv,che sempre nera fa la valle inferna?,Chi rende sempre oscuri i valloni dell’inferno?
trad_divina_commedia_purgatorio_4_1.csv,Son le leggi d'abisso così rotte?,È così che si violano le leggi del vostro abisso?
trad_divina_commedia_purgatorio_4_1.csv,"o è mutato in ciel novo consiglio,","o il cielo è cambiato così fortemente,"
trad_divina_commedia_purgatorio_4_1.csv,"che, dannati, venite a le mie grotte?”.","che potete entrare, dannati, nei miei campi?"
trad_divina_commedia_purgatorio_4_1.csv,"Lo duca mio allor mi diè di piglio,","La mia guida, a questo discorso, mi prende per mano,"
trad_divina_commedia_purgatorio_4_1.csv,e con parole e con mani e con cenni,"con le sue parole, con le sue mani, con i segni che fece"
trad_divina_commedia_purgatorio_4_1.csv,reverenti mi fé le gambe e 'l ciglio.,"me lo fece riverire con gli occhi e con il ginocchio,"
trad_divina_commedia_purgatorio_4_1.csv,Poscia rispuose lui: “Da me non venni:,e disse: «Non vengo fin qui dal mio capo;
trad_divina_commedia_purgatorio_4_1.csv,"donna scese del ciel, per li cui prieghi","ma una signora venne dal Cielo, le cui preghiere"
trad_divina_commedia_purgatorio_4_1.csv,de la mia compagnia costui sovvenni.,"Mi hanno fatto accompagnare da lui, per aiutarlo."
trad_divina_commedia_purgatorio_4_1.csv,Ma da ch'è tuo voler che più si spieghi,Ma se vuoi sapere con più dettaglio
trad_divina_commedia_purgatorio_4_1.csv,"di nostra condizion com'ell'è vera,","Qual è la verità delle nostre condizioni,"
trad_divina_commedia_purgatorio_4_1.csv,esser non puote il mio che a te si nieghi.,La mia volontà non può che rispondere alla tua.
trad_divina_commedia_purgatorio_4_1.csv,Questi non vide mai l'ultima sera;,Quest’uomo non ha visto venire la sua notte scorsa;
trad_divina_commedia_purgatorio_4_1.csv,"ma per la sua follia le fu sì presso,",ma grazie alla sua follia la sfiorava da vicino
trad_divina_commedia_purgatorio_4_1.csv,che molto poco tempo a volger era.,e con un puro miracolo riuscì a riprendersene.
trad_divina_commedia_purgatorio_4_1.csv,"Sì com'io dissi, fui mandato ad esso","Come ti ho detto, sono stato mandato a lui"
trad_divina_commedia_purgatorio_4_1.csv,per lui campare; e non lì era altra via,"per salvarlo, ma non ho potuto farlo"
trad_divina_commedia_purgatorio_4_1.csv,che questa per la quale i' mi son messo.,Solo per questo percorso che abbiamo seguito.
